IATA_Code,Airport_Name,City,Country,Country_Code,Airport_Type
YQD,The Pas Airport,The Pas,Canada,CA,medium_airport
YTD,Thicket Portage Airport,Thicket Portage,Canada,CA,medium_airport
YTH,Thompson Airport,Thompson,Canada,CA,medium_airport
YQT,Thunder Bay International Airport,Thunder Bay,Canada,CA,medium_airport
YTS,Timmins-Victor M. Power,Timmins,Canada,CA,medium_airport
YAZ,Tofino - Long Beach Airport,Tofino,Canada,CA,medium_airport
YTZ,Billy Bishop Toronto City Airport,Toronto,Canada,CA,medium_airport
YYZ,Toronto Pearson International Airport,Toronto,Canada,CA,large_airport
YTR,CFB Trenton,Trenton,Canada,CA,medium_airport
YRQ,Trois-Rivières Airport,Trois-Rivières,Canada,CA,medium_airport
YVO,Val-d'Or Airport,Val-d'Or,Canada,CA,medium_airport
YVR,Vancouver International Airport,Vancouver,Canada,CA,large_airport
YVE,Vernon Regional Airport,Vernon,Canada,CA,medium_airport
YYJ,Victoria International Airport,Victoria,Canada,CA,large_airport
YWK,Wabush Airport,Wabush,Canada,CA,medium_airport
YQH,Watson Lake Airport,Watson Lake,Canada,CA,medium_airport
YXZ,Wawa Airport,Wawa,Canada,CA,medium_airport
YZU,Whitecourt Airport,Whitecourt,Canada,CA,medium_airport
YXY,Whitehorse - Erik Nielsen International Airport,Whitehorse,Canada,CA,medium_airport
YVV,Wiarton Airport,Wiarton,Canada,CA,medium_airport
YWL,Williams Lake Airport,Williams Lake,Canada,CA,medium_airport
YQG,Windsor International Airport,Windsor,Canada,CA,medium_airport
YWG,Winnipeg - James Armstrong Richardson International Airport,Winnipeg,Canada,CA,large_airport
YWY,Wrigley Airport,Wrigley,Canada,CA,medium_airport
YQI,Yarmouth Airport,Yarmouth,Canada,CA,medium_airport
YZF,Yellowknife International Airport,Yellowknife,Canada,CA,medium_airport
YQV,Yorkton Municipal Airport,Yorkton,Canada,CA,medium_airport
SID,Amílcar Cabral International Airport,Espargos,Cape Verde,CV,large_airport
RAI,Nelson Mandela International Airport,Praia,Cape Verde,CV,large_airport
SNE,Preguiça Airport,Preguiça,Cape Verde,CV,medium_airport
BVC,Aristides Pereira International Airport,Rabil,Cape Verde,CV,large_airport
VXE,Cesaria Evora International Airport,São Pedro,Cape Verde,CV,large_airport
MMO,Maio Airport,Vila do Maio,Cape Verde,CV,medium_airport
BON,Flamingo International Airport,Kralendijk,Caribbean Netherlands,BQ,large_airport
EUX,F. D. Roosevelt Airport,Oranjestad,Caribbean Netherlands,BQ,medium_airport
SAB,Juancho E. Yrausquin Airport,Zion's Hill,Caribbean Netherlands,BQ,medium_airport
LYB,Edward Bodden Little Cayman Airfield,Blossom Village,Cayman Islands,KY,medium_airport
GCM,Owen Roberts International Airport,George Town,Cayman Islands,KY,large_airport
CYB,Charles Kirkconnell International Airport,West End,Cayman Islands,KY,medium_airport
BGF,Bangui M'Poko International Airport,Bangui,Central African Republic,CF,large_airport
BBT,Berbérati Airport,Berbérati,Central African Republic,CF,medium_airport
AEH,Abeche Airport,Abeche,Chad,TD,medium_airport
FYT,Faya-Largeau Airport,Faya-Largeau,Chad,TD,medium_airport
MQQ,Moundou Airport,Moundou,Chad,TD,medium_airport
NDJ,N'Djamena International Airport,N'Djamena,Chad,TD,large_airport
ANF,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,CL,large_airport
ARI,Chacalluta International Airport,Arica,Chile,CL,medium_airport
BBA,Balmaceda Airport,Balmaceda,Chile,CL,medium_airport
CJC,El Loa Airport,Calama,Chile,CL,medium_airport
WCH,Nuevo Chaitén Airport,Chaitén,Chile,CL,medium_airport
CNR,Chañaral Airport,Chañaral,Chile,CL,medium_airport
CCH,Chile Chico Airport,Chile Chico,Chile,CL,medium_airport
YAI,Gral. Bernardo O´Higgins Airport,Chillan,Chile,CL,medium_airport
LGR,Cochrane Airport,Cochrane,Chile,CL,medium_airport
CCP,Carriel Sur International Airport,Concepcion,Chile,CL,large_airport
CPO,Desierto de Atacama Airport,Copiapo,Chile,CL,medium_airport
GXQ,Teniente Vidal Airport,Coyhaique,Chile,CL,medium_airport
ESR,Ricardo García Posada Airport,El Salvador,Chile,CL,medium_airport
IQQ,Diego Aracena International Airport,Iquique,Chile,CL,large_airport
IPC,Mataveri International Airport,Isla De Pascua,Chile,CL,large_airport
LSC,La Florida Airport,La Serena-Coquimbo,Chile,CL,medium_airport
ZOS,Cañal Bajo Carlos Hott Siebert Airport,Osorno,Chile,CL,medium_airport
WPR,Captain Fuentes Martinez Airport,Porvenir,Chile,CL,medium_airport
PMC,El Tepual International Airport,Puerto Montt,Chile,CL,large_airport
PNT,Lieutenant Julio Gallardo Airport,Puerto Natales,Chile,CL,medium_airport
WPU,Guardia Marina Zañartu Airport,Puerto Williams,Chile,CL,medium_airport
PUQ,President Carlos Ibáñez International Airport,Punta Arenas,Chile,CL,large_airport
SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,CL,large_airport
TLX,Panguilemo Airport,Talca,Chile,CL,medium_airport
TTC,Las Breas Airport,Taltal,Chile,CL,medium_airport
ZCO,La Araucanía International Airport,Temuco,Chile,CL,large_airport
PZS,Maquehue Airport,Temuco,Chile,CL,medium_airport
TOQ,Barriles Airport,Tocopilla,Chile,CL,medium_airport
ZAL,Pichoy Airport,Valdivia,Chile,CL,medium_airport
VLR,Vallenar Airport,Vallenar,Chile,CL,medium_airport
ZIC,Victoria Airport,Victoria,Chile,CL,medium_airport
KNA,Viña del Mar Airport,Viña del Mar,Chile,CL,medium_airport
AKU,Aksu Hongqipo Airport,Aksu (Onsu),China,CN,medium_airport
AAT,Altay Xuedu Airport,Altay,China,CN,medium_airport
AQG,Anqing Tianzhushan Airport - Anqing North Air Base,Anqing,China,CN,medium_airport
AOG,Anshan Teng'ao Airport - Anshan Air Base,Anshan,China,CN,medium_airport
AVA,Anshun Huangguoshu Airport,Anshun (Xixiu),China,CN,medium_airport
YIE,Arxan Yi'ershi Airport,Arxan,China,CN,medium_airport
DBC,Baicheng Chang'an Airport,Baicheng,China,CN,medium_airport
AEB,Baise (Bose) Bama Airport,Baise (Tianyang),China,CN,medium_airport
NBS,Changbaishan Airport,Baishan,China,CN,medium_airport
BPX,Qamdo Bangda Airport,Bangda,China,CN,medium_airport
BSD,Baoshan Yunrui Airport,Baoshan (Longyang),China,CN,medium_airport
TCZ,Tengchong Tuofeng Airport,Baoshan (Tengchong),China,CN,medium_airport
BAV,Baotou Donghe International Airport,Baotou,China,CN,large_airport
DHH,Barkol Dahe Airport,Barkol,China,CN,medium_airport
AXF,Alxa Left Banner Bayanhot Airport,Bayanhot,China,CN,medium_airport
RLK,Bayannur Tianjitai Airport,Bayannur,China,CN,medium_airport
BZX,Bazhong Enyang Airport,Bazhong,China,CN,medium_airport
BHY,Beihai Fucheng Airport,Beihai,China,CN,medium_airport
PEK,Beijing Capital International Airport,Beijing,China,CN,large_airport
PKX,Beijing Daxing International Airport,Beijing,China,CN,large_airport
BFU,Bengbu Renheji Airport,Bengbu,China,CN,medium_airport
BFY,Bengbu Tenghu Airport,Bengbu,China,CN,medium_airport
BFJ,Bijie Feixiong Airport,Bijie,China,CN,medium_airport
BPL,Bole Alashankou Airport,Bole,China,CN,medium_airport
APJ,Ali Pulan Airport,Burang Town,China,CN,medium_airport
KJI,Burqin Kanas Airport,Burqin,China,CN,medium_airport
CGQ,Changchun Longjia International Airport,Changchun,China,CN,large_airport
CGD,Changde Taohuayuan Airport,Changde (Dingcheng),China,CN,medium_airport
CSX,Changsha Huanghua International Airport,Changsha (Changsha),China,CN,large_airport
CZX,Changzhou Benniu International Airport,Changzhou,China,CN,medium_airport
CDE,Chengde Puning Airport,Chengde,China,CN,medium_airport
TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),China,CN,large_airport
HZU,Chengdu Huaizhou Airport,Chengdu (Jintang),China,CN,medium_airport
CTU,Chengdu Shuangliu International Airport,Chengdu (Shuangliu),China,CN,large_airport
HCZ,Chenzhou Beihu Airport,Chenzhou,China,CN,medium_airport
CIF,Chifeng Yulong Airport,Chifeng,China,CN,medium_airport
CKG,Chongqing Jiangbei International Airport,Chongqing,China,CN,large_airport
YUA,Yuanmou Air Base,Chuxiong (Yuanmou),China,CN,medium_airport
DLU,Dali Fengyi Airport,Dali (Xiaguan),China,CN,medium_airport
DLC,Dalian Zhoushuizi International Airport,Dalian (Ganjingzi),China,CN,large_airport
DDG,Dandong Langtou International Airport,Dandong (Zhenxing),China,CN,medium_airport
DAT,Datong Yungang International Airport,Datong,China,CN,large_airport
DZH,Dazhou Jinya Airport,Dazhou (Dachuan),China,CN,medium_airport
LUM,Dehong Mangshi International Airport,Dehong (Mangshi),China,CN,medium_airport
HXD,Haixi Delingha Airport,Delingha,China,CN,medium_airport
GHN,Guanghan Airport,Deyang (Guanghan),China,CN,medium_airport
DIG,Diqing Shangri-La Airport,Diqing (Shangri-La),China,CN,medium_airport
DOY,Dongying Shengli Airport,Dongying (Kenli),China,CN,medium_airport
DNH,Dunhuang Mogao International Airport,Dunhuang,China,CN,large_airport
ENH,Enshi Xujiaping Airport,Enshi (Enshi),China,CN,medium_airport
ERL,Erenhot Saiwusu International Airport,Erenhot,China,CN,medium_airport
EHU,Ezhou Huahu International Airport,Ezhou,China,CN,large_airport
FUO,Foshan Shadi Airport,Foshan (Nanhai),China,CN,medium_airport
FYJ,Fuyuan Dongji Airport,Fuyuan,China,CN,medium_airport
FYN,Fuyun Koktokay Airport,Fuyun,China,CN,medium_airport
FOC,Fuzhou Changle International Airport,Fuzhou (Changle),China,CN,large_airport
GXH,Gannan Xiahe Airport,Gannan (Xiahe),China,CN,medium_airport
DCY,Daocheng Yading Airport,Garzê (Daocheng),China,CN,medium_airport
KGT,Kangding Airport,Garzê (Kangding),China,CN,medium_airport
GOQ,Golmud Airport,Golmud,China,CN,medium_airport
GMQ,Golog Maqên Airport,Golog (Maqên),China,CN,medium_airport
GYS,Guangyuan Panlong Airport,Guangyuan (Lizhou),China,CN,medium_airport
CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),China,CN,large_airport
KWL,Guilin Liangjiang International Airport,Guilin (Lingui),China,CN,large_airport
KWE,Guiyang Longdongbao International Airport,Guiyang (Nanming),China,CN,large_airport
GYU,Guyuan Liupanshan Airport,Guyuan (Yuanzhou),China,CN,medium_airport
XNN,Xining Caojiabao International Airport,Haidong (Huzhu Tu Autonomous County),China,CN,large_airport
HAK,Haikou Meilan International Airport,Haikou (Meilan),China,CN,large_airport
HLD,Hulunbuir Hailar Airport,Hailar,China,CN,large_airport
HNG,Hainanzhou Gonghe Airport,Hainan (Gonghe),China,CN,medium_airport
HMI,Hami Airport,Hami,China,CN,medium_airport
HDG,Handan Airport,Handan,China,CN,medium_airport
HGH,Hangzhou Xiaoshan International Airport,Hangzhou,China,CN,large_airport
JDE,Jiande Qiandaohu General Airport,Hangzhou,China,CN,medium_airport
HZG,Hanzhong Chenggu Airport,Hanzhong (Chenggu),China,CN,medium_airport
HRB,Harbin Taiping International Airport,Harbin,China,CN,large_airport
HCJ,Hechi Jinchengjiang Airport,Hechi (Jinchengjiang),China,CN,medium_airport
HFE,Hefei Xinqiao International Airport,Hefei,China,CN,large_airport
HEK,Heihe Aihui Airport,Heihe,China,CN,medium_airport
DTU,Wudalianchi Dedu Airport,Heihe,China,CN,medium_airport
HZA,Heze Mudan Airport,Heze (Dingtao),China,CN,medium_airport
HET,Hohhot Baita International Airport,Hohhot,China,CN,large_airport
HUO,Holingol Huolinhe Airport,Holingol,China,CN,medium_airport
HTN,Hotan Airport,Hotan,China,CN,medium_airport
HIA,Huai'an Lianshui Airport,Huai'an,China,CN,large_airport
HJJ,Huaihua Zhijiang Airport,Huaihua,China,CN,medium_airport
TXN,Huangshan Tunxi International Airport,Huangshan,China,CN,large_airport
HUZ,Huizhou Pingtan Airport,Huizhou (Pingtan),China,CN,medium_airport
XEN,Xingcheng Air Base,Huludao (Xingcheng),China,CN,medium_airport
YIN,Ili Yining International Airport,Ili (Yining - Ghulja),China,CN,medium_airport
JGS,Jinggangshan Airport,Ji'an,China,CN,medium_airport
JGD,Daxing'anling Elunchun Airport,Jiagedaqi,China,CN,medium_airport
JMU,Jiamusi Songjiang International Airport,Jiamusi,China,CN,medium_airport
JSJ,Jiansanjiang Shidi Airport,Jiansanjiang,China,CN,medium_airport
JGN,Jiayuguan International Airport,Jiayuguan,China,CN,large_airport
SWA,Jieyang Chaoshan International Airport,Jieyang (Rongcheng),China,CN,large_airport
TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),China,CN,large_airport
JIC,Jinchang Jinchuan Airport,Jinchang,China,CN,medium_airport
JDZ,Jingdezhen Luojia Airport,Jingdezhen,China,CN,medium_airport
JHG,Xishuangbanna Gasa International Airport,Jinghong (Gasa),China,CN,large_airport
SHS,Jingzhou Shashi Airport,Jingzhou (Shashi),China,CN,medium_airport
JNG,Jining Da'an Airport,Jining,China,CN,medium_airport
JNZ,Jinzhou Bay Airport,Jinzhou (Linghai),China,CN,medium_airport
JXA,Jixi Xingkaihu Airport,Jixi,China,CN,medium_airport
KJH,Kaili Huangping Airport,Kaili  (Huangping),China,CN,medium_airport
KHG,Kashgar Laining International Airport,Kashgar,China,CN,large_airport
KRL,Korla Licheng Airport,Korla,China,CN,medium_airport
KMG,Kunming Changshui International Airport,Kunming,China,CN,large_airport
LHW,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),China,CN,large_airport
XIC,Xichang Qingshan Airport,Liangshan (Xichang),China,CN,medium_airport
LYG,Lianyungang Huaguoshan International Airport,Lianyungang,China,CN,large_airport
LJG,Lijiang Sanyi International Airport,Lijiang,China,CN,large_airport
LNJ,Lincang Boshang Airport,Lincang,China,CN,medium_airport
CWJ,Cangyuan Washan Airport,Lincang (Cangyuan),China,CN,medium_airport
LFQ,Linfen Yaodu Airport,Linfen (Yaodu),China,CN,medium_airport
LYI,Linyi Qiyang Airport,Linyi (Hedong),China,CN,medium_airport
HZH,Liping Airport,Liping,China,CN,medium_airport
LPF,Liupanshui Yuezhao Airport,Liupanshui (Zhongshan),China,CN,medium_airport
LZH,Liuzhou Bailian Airport - Bailian Air Base,Liuzhou (Liujiang),China,CN,medium_airport
LNL,Longnan Chengzhou Airport,Longnan (Cheng),China,CN,medium_airport
LCX,Liancheng Guanzhishan Airport,Longyan (Liancheng),China,CN,medium_airport
LYA,Luoyang Beijiao Airport,Luoyang (Laocheng),China,CN,large_airport
LZO,Luzhou Yunlong Airport,Luzhou (Yunlong),China,CN,medium_airport
LLV,Lüliang Dawu Airport,Lüliang,China,CN,medium_airport
NZH,Manzhouli Xijiao Airport,Manzhouli,China,CN,medium_airport
HTT,Huatugou Airport,Mengnai,China,CN,medium_airport
MIG,Mianyang Nanjiao Airport,Mianyang (Fucheng),China,CN,medium_airport
OHE,Mohe Gulian Airport,Mohe,China,CN,medium_airport
MDG,Mudanjiang Hailang International Airport,Mudanjiang,China,CN,medium_airport
KHN,Nanchang Changbei International Airport,Nanchang,China,CN,large_airport
LZG,Langzhong Gucheng Airport,Nanchong (Langzhong),China,CN,medium_airport
NKG,Nanjing Lukou International Airport,Nanjing,China,CN,large_airport
NNG,Nanning Wuxu International Airport,Nanning (Jiangnan),China,CN,large_airport
NTG,Nantong Xingdong International Airport,Nantong (Tongzhou),China,CN,medium_airport
AHJ,Hongyuan Airport,Ngawa (Hongyuan),China,CN,medium_airport
JZH,Jiuzhai Huanglong Airport,Ngawa (Songpan),China,CN,medium_airport
NGB,Ningbo Lishe International Airport,Ningbo,China,CN,large_airport
NLH,Ninglang Luguhu Airport,Ninglang,China,CN,medium_airport
LZY,Nyingchi Mainling Airport,Nyingchi (Mainling),China,CN,medium_airport
DSN,Ordos Ejin Horo International Airport,Ordos,China,CN,large_airport
PZI,Panzhihua Bao'anying Airport,Panzhihua (Renhe),China,CN,medium_airport
JMJ,Lancang Jingmai Airport,Pu'er (Lancang),China,CN,medium_airport
YSQ,Songyuan Chaganhu Airport,Qian Gorlos Mongol Autonomous County,China,CN,medium_airport
JIQ,Qianjiang Wulingshan Airport,Qianjiang,China,CN,medium_airport
IQM,Qiemo Yudu Airport,Qiemo,China,CN,medium_airport
TAO,Qingdao Jiaodong International Airport,Qingdao (Jiaozhou),China,CN,large_airport
IQN,Qingyang Xifeng Airport,Qingyang (Xifeng),China,CN,medium_airport
BPE,Qinhuangdao Beidaihe Airport,Qinhuangdao (Changli),China,CN,medium_airport
BAR,Qionghai Bo'ao Airport,Qionghai (Basuo),China,CN,medium_airport
NDG,Qiqihar Sanjiazi Airport,Qiqihar,China,CN,large_airport
JJN,Quanzhou Jinjiang International Airport,Quanzhou,China,CN,large_airport
JUZ,Quzhou Airport,Quzhou (Kezheng),China,CN,medium_airport
RIZ,Rizhao Shanzihe Airport,Rizhao (Donggang),China,CN,medium_airport
RUG,Rugao Air Base,Rugao (Nantong),China,CN,medium_airport
RQA,Ruoqiang Loulan Airport,Ruoqiang Town,China,CN,medium_airport
SQJ,Sanming Shaxian Airport,Sanming (Sha),China,CN,medium_airport
SYX,Sanya Phoenix International Airport,Sanya (Tianya),China,CN,large_airport
QSZ,Shache Airport,Shache,China,CN,medium_airport
SHA,Shanghai Hongqiao International Airport,Shanghai (Minhang),China,CN,large_airport
PVG,Shanghai Pudong International Airport,Shanghai (Pudong),China,CN,large_airport
SQD,Shangrao Sanqingshan Airport,Shangrao (Hengfeng),China,CN,medium_airport
LXA,Lhasa Gonggar International Airport,Shannan (Gonggar),China,CN,large_airport
SXJ,Shanshan Airport,Shanshan,China,CN,medium_airport
HSC,Shaoguan Danxia Airport,Shaoguan,China,CN,medium_airport
WGN,Shaoyang Wugang Airport,Shaoyang (Wugang),China,CN,medium_airport
HPG,Shennongjia Hongping Airport,Shennongjia (Hongping),China,CN,medium_airport
SHE,Shenyang Taoxian International Airport,Shenyang,China,CN,large_airport
SZX,Shenzhen Bao'an International Airport,Shenzhen,China,CN,large_airport
SJW,Shijiazhuang Zhengding International Airport,Shijiazhuang,China,CN,large_airport
NGQ,Ngari Gunsa Airport,Shiquanhe,China,CN,medium_airport
WDS,Shiyan Wudangshan Airport,Shiyan (Maojian),China,CN,medium_airport
CHG,Chaoyang Airport,"Shuangta, Chaoyang",China,CN,medium_airport
SZH,Shuozhou Zirun Airport,Shuozhou,China,CN,medium_airport
SZV,Suzhou Guangfu Airport,Suzhou,China,CN,medium_airport
TYN,Taiyuan Wusu International Airport,Taiyuan,China,CN,large_airport
HYN,Taizhou Luqiao Airport,Taizhou (Luqiao),China,CN,medium_airport
WUZ,Wuzhou Xijiang Airport,Tangbu,China,CN,medium_airport
HQL,Tashikuergan Hongqilafu Airport,Tashikuergan,China,CN,medium_airport
TSN,Tianjin Binhai International Airport,Tianjin,China,CN,large_airport
THQ,Tianshui Maijishan Airport,Tianshui (Maiji),China,CN,medium_airport
TNH,Tonghua Sanyuanpu Airport,Tonghua,China,CN,medium_airport
TGO,Tongliao Airport,Tongliao,China,CN,medium_airport
DEJ,Tongren Dejiang Airport (Under Construction),Tongren,China,CN,medium_airport
TEN,Tongren Fenghuang Airport,Tongren (Daxing),China,CN,medium_airport
TLQ,Turpan Jiaohe Airport,Turpan,China,CN,medium_airport
UCB,Ulanqab Jining Airport,Ulanqab,China,CN,medium_airport
WEF,Weifang Nanyuan Airport,Weifang (Kuiwen),China,CN,medium_airport
WEH,Weihai Dashuibo Airport,Weihai,China,CN,medium_airport
WNZ,Wenzhou Longwan International Airport,Wenzhou (Longwan),China,CN,large_airport
WUA,Wuhai Airport,Wuhai,China,CN,medium_airport
WHN,Wuhan Hannan Municipal Airport,Wuhan (Hannan),China,CN,medium_airport
WUH,Wuhan Tianhe International Airport,Wuhan (Huangpi),China,CN,large_airport
WHA,Wuhu Xuanzhou Airport,Wuhu,China,CN,medium_airport
CQW,Chongqing Xiannüshan Airport,Wulong,China,CN,medium_airport
WUX,Sunan Shuofang International Airport,Wuxi,China,CN,large_airport
WUS,Nanping Wuyishan Airport,Wuyishan,China,CN,medium_airport
XIY,Xi'an Xianyang International Airport,Xi'an,China,CN,large_airport
SIA,Xi'an Xiguan Airport,Xi'an (Baqiao),China,CN,medium_airport
XMN,Xiamen Gaoqi International Airport,Xiamen,China,CN,large_airport
LHK,Guangzhou MR Air Base - Guanghua Airport,Xiangyang (Laohekou),China,CN,medium_airport
XFN,Xiangyang Liuji Airport,Xiangyang (Xiangzhou),China,CN,medium_airport
DDR,Shigatse Tingri Airport,Xigazê (Dingri),China,CN,medium_airport
RKZ,Xigaze Peace Airport - Shigatse Air Base,Xigazê (Samzhubzê),China,CN,large_airport
XIL,Xilinhot Airport,Xilinhot,China,CN,medium_airport
ACX,Xingyi Wanfenglin Airport,Xingyi,China,CN,medium_airport
XAI,Xinyang Minggang Airport,Xinyang,China,CN,medium_airport
NLT,Xinyuan Nalati Airport,Xinyuan,China,CN,medium_airport
JNH,Jiaxing Nanhu Airport,"Xiuzhou, Hangzhou",China,CN,medium_airport
XUZ,Xuzhou Guanyin International Airport,Xuzhou,China,CN,medium_airport
ENY,Yan'an Nanniwan Airport,Yan'an (Baota),China,CN,medium_airport
YNZ,Yancheng Nanyang International Airport,Yancheng (Tinghu),China,CN,large_airport
YTY,Yangzhou Taizhou Airport,Yangzhou,China,CN,medium_airport
YNJ,Yanji Chaoyangchuan Airport,Yanji,China,CN,medium_airport
YNT,Yantai Penglai International Airport,Yantai,China,CN,large_airport
YBP,Yibin Wuliangye Airport,Yibin (Cuiping),China,CN,medium_airport
YIH,Yichang Sanxia Airport,Yichang (Xiaoting),China,CN,medium_airport
LDS,Yichun Lindu Airport,Yichun,China,CN,medium_airport
YIC,Yichun Mingyueshan Airport,Yichun,China,CN,medium_airport
INC,Yinchuan Hedong International Airport,Yinchuan,China,CN,large_airport
YKH,Yingkou Lanqi Airport,Yingkou (Laobian),China,CN,medium_airport
FUG,Fuyang Xiguan Airport,"Yingzhou, Fuyang",China,CN,medium_airport
YIW,Yiwu Airport,Yiwu-Jinhua,China,CN,large_airport
LLF,Yongzhou Lingling Airport,Yongzhou,China,CN,medium_airport
YYA,Yueyang Sanhe Airport,Yueyang (Yueyanglou),China,CN,medium_airport
YLX,Yulin Fumian Airport,Yulin,China,CN,medium_airport
UYN,Yulin Yuyang Airport,Yulin,China,CN,medium_airport
YCU,Yuncheng Yanhu International Airport,Yuncheng (Yanhu),China,CN,large_airport
YUS,Yushu Batang Airport,Yushu (Batang),China,CN,medium_airport
NZL,Zhalantun Genghis Khan Airport,Zhalantun,China,CN,medium_airport
DYG,Zhangjiajie Hehua International Airport,Zhangjiajie (Yongding),China,CN,large_airport
ZQZ,Zhangjiakou Ningyuan Airport,Zhangjiakou,China,CN,medium_airport
YZY,Zhangye Ganzhou Airport,Zhangye (Ganzhou),China,CN,medium_airport
ZHA,Zhanjiang Wuchuan International Airport,Zhanjiang,China,CN,large_airport
ZAT,Zhaotong Zhaoyang Airport （Not fully opened),Zhaotong,China,CN,medium_airport
CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,China,CN,large_airport
ZHY,Zhongwei Shapotou Airport,Zhongwei (Shapotou),China,CN,medium_airport
HSN,Zhoushan Putuoshan International Airport,Zhoushan,China,CN,large_airport
ZUH,Zhuhai Jinwan Airport,Zhuhai (Jinwan),China,CN,large_airport
WMT,Zunyi Maotai Airport,Zunyi,China,CN,medium_airport
ZYI,Zunyi Xinzhou Airport,Zunyi,China,CN,medium_airport
URC,Ürümqi Tianshan International Airport,Ürümqi,China,CN,large_airport
XCH,Christmas Island International Airport,Flying Fish Cove,Christmas Island,CX,medium_airport
CCK,Cocos (Keeling) Islands Airport,West Island,Cocos Islands,CC,large_airport
API,Gomez Nino Apiay Air Base,Apiay,Colombia,CO,medium_airport
AUC,Santiago Perez Airport,Arauca,Colombia,CO,medium_airport
AXM,El Eden Airport,Armenia,Colombia,CO,medium_airport
BSC,José Celestino Mutis Airport,Bahía Solano,Colombia,CO,medium_airport
EJA,Yariguíes Airport,Barrancabermeja,Colombia,CO,medium_airport
BAQ,Ernesto Cortissoz International Airport,Barranquilla,Colombia,CO,large_airport
BOG,El Dorado International Airport,Bogota,Colombia,CO,large_airport
BGA,Palonegro Airport,Bucaramanga,Colombia,CO,medium_airport
BUN,Gerardo Tobar López Airport,Buenaventura,Colombia,CO,medium_airport
CLO,Alfonso Bonilla Aragon International Airport,Cali,Colombia,CO,large_airport
APO,Antonio Roldán Betancur Airport,Carepa,Colombia,CO,medium_airport
CTG,Rafael Nuñez International Airport,Cartagena,Colombia,CO,large_airport
CRC,Santa Ana Airport,Cartago,Colombia,CO,medium_airport
CAQ,Juan H White Airport,Caucasia,Colombia,CO,medium_airport
PSO,Antonio Nariño Airport,Chachagüí,Colombia,CO,medium_airport
CZU,Las Brujas Airport,Corozal,Colombia,CO,medium_airport
CVE,Coveñas Airport,Coveñas,Colombia,CO,medium_airport
CUC,Camilo Daza International Airport,Cúcuta,Colombia,CO,medium_airport
EBG,El Bagre Airport,El Bagre,Colombia,CO,medium_airport
ELB,Las Flores Airport,El Banco,Colombia,CO,medium_airport
FLA,Gustavo Artunduaga Paredes Airport,Florencia,Colombia,CO,medium_airport
GIR,Santiago Vila Airport,Girardot,Colombia,CO,medium_airport
GPI,Guapi Airport,Guapi,Colombia,CO,medium_airport
IBE,Perales Airport,Ibagué,Colombia,CO,medium_airport
IPI,San Luis Airport,Ipiales,Colombia,CO,medium_airport
PAL,German Olano Air Base,La Dorada,Colombia,CO,medium_airport
MCJ,Jorge Isaac Airport,La Mina-Maicao,Colombia,CO,medium_airport
LET,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,CO,medium_airport
MGN,Baracoa Airport,Magangué,Colombia,CO,medium_airport
MZL,La Nubia Airport,Manizales,Colombia,CO,medium_airport
MQU,Mariquita Airport,Mariquita,Colombia,CO,medium_airport
EOH,Enrique Olaya Herrera Airport,Medellín,Colombia,CO,medium_airport
MDE,Jose Maria Córdova International Airport,Medellín,Colombia,CO,large_airport
MVP,Fabio Alberto Leon Bentley Airport,Mitú,Colombia,CO,medium_airport
MTR,Los Garzones Airport,Montería,Colombia,CO,medium_airport
NVA,Benito Salas Airport,Neiva,Colombia,CO,medium_airport
OCV,Aguas Claras Airport,Ocaña,Colombia,CO,medium_airport
PZA,Paz de Ariporo Airport,Paz de Ariporo,Colombia,CO,medium_airport
PEI,Matecaña International Airport,Pereira,Colombia,CO,medium_airport
PTX,Pitalito Airport,Pitalito,Colombia,CO,medium_airport
PPN,Guillermo León Valencia Airport,Popayán,Colombia,CO,medium_airport
PVA,El Embrujo Airport,Providencia,Colombia,CO,medium_airport
PUU,Tres De Mayo Airport,Puerto Asís,Colombia,CO,medium_airport
PCR,German Olano Airport,Puerto Carreño,Colombia,CO,medium_airport
PDA,Obando Cesar Gaviria Trujillo Airport,Puerto Inírida,Colombia,CO,medium_airport
UIB,El Caraño Airport,Quibdó,Colombia,CO,medium_airport
RCH,Almirante Padilla Airport,Riohacha,Colombia,CO,medium_airport
ADZ,Gustavo Rojas Pinilla International Airport,San Andrés,Colombia,CO,large_airport
SJE,Jorge E. Gonzalez Torres Airport,San José Del Guaviare,Colombia,CO,medium_airport
SVI,Eduardo Falla Solano Airport,San Vicente Del Caguán,Colombia,CO,medium_airport
SMR,Simón Bolívar International Airport,Santa Marta,Colombia,CO,medium_airport
TME,Gustavo Vargas Airport,Tame,Colombia,CO,medium_airport
TQS,Captain Ernesto Esguerra Cubides Air Base,Tres Esquinas,Colombia,CO,medium_airport
ULQ,Heriberto Gíl Martínez Airport,Tuluá,Colombia,CO,medium_airport
TCO,La Florida Airport,Tumaco,Colombia,CO,medium_airport
