payroll_id,driver_id,pay_period_start,pay_period_end,payment_date,base_salary_usd,trip_bonuses_usd,performance_bonus_usd,overtime_hours,overtime_pay_usd,deductions_usd,net_pay_usd,payment_method,payment_status,trips_completed,total_distance_km
PAY-00544,DRV-094,2024-04-01,2024-04-30,2024-05-05,665,0.0,53.53,18,107.61,108.24,717.9,Bank Transfer,Paid,0,0
PAY-00545,DRV-095,2024-04-01,2024-04-30,2024-05-05,702,0.0,0,11,59.42,90.91,670.51,Bank Transfer,Paid,0,0
PAY-00546,DRV-096,2024-04-01,2024-04-30,2024-05-05,695,0.0,0,18,112.42,101.03,706.39,Bank Transfer,Paid,0,0
PAY-00547,DRV-097,2024-04-01,2024-04-30,2024-05-05,795,0.0,41.07,4,24.0,118.36,741.71,Bank Transfer,Paid,0,0
PAY-00548,DRV-098,2024-04-01,2024-04-30,2024-05-05,789,10.22,0,7,47.47,94.7,751.99,Bank Transfer,Paid,1,568
PAY-00549,DRV-099,2024-04-01,2024-04-30,2024-05-05,709,78.28,0,24,140.4,124.31,803.37,Bank Transfer,Paid,9,3937
PAY-00550,DRV-100,2024-04-01,2024-04-30,2024-05-05,682,0.0,30.45,13,78.54,83.02,707.98,Bank Transfer,Paid,0,0
PAY-00551,DRV-101,2024-04-01,2024-04-30,2024-05-05,863,49.17,47.39,5,30.28,106.93,882.91,Bank Transfer,Paid,5,3429
PAY-00552,DRV-102,2024-04-01,2024-04-30,2024-05-05,752,19.12,0,22,118.59,119.57,770.14,Bank Transfer,Paid,2,1648
PAY-00553,DRV-103,2024-04-01,2024-04-30,2024-05-05,844,33.99,24.09,13,72.49,112.6,861.96,Bank Transfer,Paid,3,1256
PAY-00554,DRV-104,2024-04-01,2024-04-30,2024-05-05,861,21.6,36.98,21,135.29,111.27,943.61,Bank Transfer,Paid,2,1358
PAY-00555,DRV-105,2024-04-01,2024-04-30,2024-05-05,671,57.31,50.37,1,6.68,113.53,671.83,Bank Transfer,Paid,5,2948
PAY-00556,DRV-106,2024-04-01,2024-04-30,2024-05-05,935,0.0,39.88,18,100.34,136.23,938.98,Bank Transfer,Paid,0,0
PAY-00557,DRV-107,2024-04-01,2024-04-30,2024-05-05,942,0.0,0,21,122.73,127.44,937.29,Bank Transfer,Paid,0,0
PAY-00558,DRV-108,2024-04-01,2024-04-30,2024-05-05,863,0.0,0,23,123.6,135.21,851.39,Bank Transfer,Paid,0,0
PAY-00559,DRV-109,2024-04-01,2024-04-30,2024-05-05,723,0.0,54.7,23,142.89,108.53,812.07,Bank Transfer,Paid,0,0
PAY-00560,DRV-110,2024-04-01,2024-04-30,2024-05-05,833,0.0,39.01,16,80.2,106.08,846.13,Bank Transfer,Paid,0,0
PAY-00561,DRV-111,2024-04-01,2024-04-30,2024-05-05,687,0.0,60.33,25,164.65,121.98,790.0,Bank Transfer,Paid,0,0
PAY-00562,DRV-112,2024-04-01,2024-04-30,2024-05-05,657,0.0,0,6,34.79,107.81,583.98,Bank Transfer,Paid,0,0
PAY-00563,DRV-113,2024-04-01,2024-04-30,2024-05-05,810,0.0,0,1,5.98,138.5,677.48,Bank Transfer,Paid,0,0
PAY-00564,DRV-114,2024-04-01,2024-04-30,2024-05-05,677,0.0,0,6,38.11,87.28,627.83,Bank Transfer,Paid,0,0
PAY-00565,DRV-115,2024-04-01,2024-04-30,2024-05-05,904,0.0,0,18,119.82,133.2,890.62,Bank Transfer,Paid,0,0
PAY-00566,DRV-116,2024-04-01,2024-04-30,2024-05-05,758,46.54,43.76,10,60.77,132.29,776.78,Bank Transfer,Paid,4,3005
PAY-00567,DRV-117,2024-04-01,2024-04-30,2024-05-05,898,31.6,0,13,65.28,159.11,835.78,Bank Transfer,Paid,3,1696
PAY-00568,DRV-118,2024-04-01,2024-04-30,2024-05-05,740,21.92,0,9,45.48,126.11,681.29,Bank Transfer,Paid,2,1099
PAY-00569,DRV-119,2024-04-01,2024-04-30,2024-05-05,839,40.45,40.56,3,16.96,142.42,794.54,Bank Transfer,Paid,4,2022
PAY-00570,DRV-120,2024-04-01,2024-04-30,2024-05-05,803,0.0,74.47,23,156.19,142.66,891.0,Bank Transfer,Paid,0,0
PAY-00571,DRV-121,2024-04-01,2024-04-30,2024-05-05,830,0.0,58.02,23,132.18,143.58,876.63,Bank Transfer,Paid,0,0
PAY-00572,DRV-122,2024-04-01,2024-04-30,2024-05-05,716,24.1,0,13,71.14,117.44,693.79,Bank Transfer,Paid,3,1271
PAY-00573,DRV-123,2024-04-01,2024-04-30,2024-05-05,770,0.0,48.39,12,64.53,104.11,778.8,Bank Transfer,Paid,0,0
PAY-00574,DRV-124,2024-04-01,2024-04-30,2024-05-05,819,46.51,63.43,22,144.07,140.5,932.51,Bank Transfer,Paid,4,1300
PAY-00575,DRV-125,2024-04-01,2024-04-30,2024-05-05,689,56.32,0,13,82.13,87.56,739.89,Bank Transfer,Paid,5,3890
PAY-00576,DRV-126,2024-04-01,2024-04-30,2024-05-05,806,0.0,0,15,83.57,97.87,791.7,Bank Transfer,Paid,0,0
PAY-00577,DRV-127,2024-04-01,2024-04-30,2024-05-05,668,0.0,25.8,22,137.76,83.35,748.21,Bank Transfer,Paid,0,0
PAY-00578,DRV-128,2024-04-01,2024-04-30,2024-05-05,666,0.0,45.12,25,131.95,92.98,750.1,Bank Transfer,Paid,0,0
PAY-00579,DRV-129,2024-04-01,2024-04-30,2024-05-05,896,24.31,63.32,8,42.63,132.12,894.14,Bank Transfer,Paid,3,1474
PAY-00580,DRV-130,2024-04-01,2024-04-30,2024-05-05,929,35.98,36.12,16,88.17,113.5,975.76,Bank Transfer,Paid,3,2337
PAY-00581,DRV-131,2024-04-01,2024-04-30,2024-05-05,677,0.0,0,25,136.71,118.65,695.06,Bank Transfer,Paid,0,0
PAY-00582,DRV-132,2024-04-01,2024-04-30,2024-05-05,675,0.0,71.17,24,121.6,93.61,774.16,Bank Transfer,Paid,0,0
PAY-00583,DRV-133,2024-04-01,2024-04-30,2024-05-05,815,58.59,80.73,21,146.3,141.94,958.68,Bank Transfer,Paid,5,1143
PAY-00584,DRV-134,2024-04-01,2024-04-30,2024-05-05,801,0.0,0,22,123.68,112.27,812.42,Bank Transfer,Paid,0,0
PAY-00585,DRV-135,2024-04-01,2024-04-30,2024-05-05,834,0.0,57.08,16,108.11,118.44,880.76,Bank Transfer,Paid,0,0
PAY-00586,DRV-136,2024-04-01,2024-04-30,2024-05-05,696,0.0,32.35,25,160.83,101.86,787.32,Bank Transfer,Paid,0,0
PAY-00587,DRV-137,2024-04-01,2024-04-30,2024-05-05,855,0.0,0,13,65.65,152.67,767.97,Bank Transfer,Paid,0,0
PAY-00588,DRV-138,2024-04-01,2024-04-30,2024-05-05,668,34.88,38.67,12,72.53,104.47,709.61,Bank Transfer,Paid,3,1686
PAY-00589,DRV-139,2024-04-01,2024-04-30,2024-05-05,766,0.0,0,9,51.98,94.1,723.88,Bank Transfer,Paid,0,0
PAY-00590,DRV-140,2024-04-01,2024-04-30,2024-05-05,866,45.6,0,23,151.38,145.54,917.43,Bank Transfer,Paid,5,3260
PAY-00591,DRV-141,2024-04-01,2024-04-30,2024-05-05,848,0.0,26.62,12,63.42,125.74,812.3,Bank Transfer,Paid,0,0
PAY-00592,DRV-142,2024-04-01,2024-04-30,2024-05-05,795,0.0,45.25,5,33.58,107.0,766.83,Bank Transfer,Paid,0,0
PAY-00593,DRV-143,2024-04-01,2024-04-30,2024-05-05,799,0.0,66.4,4,22.22,117.85,769.77,Bank Transfer,Paid,0,0
PAY-00594,DRV-144,2024-04-01,2024-04-30,2024-05-05,878,0.0,0,9,58.52,111.67,824.86,Bank Transfer,Paid,0,0
PAY-00595,DRV-145,2024-04-01,2024-04-30,2024-05-05,696,0.0,0,22,133.44,85.49,743.95,Bank Transfer,Paid,0,0
PAY-00596,DRV-146,2024-04-01,2024-04-30,2024-05-05,925,0.0,0,0,0.0,116.81,808.19,Bank Transfer,Paid,0,0
PAY-00597,DRV-147,2024-04-01,2024-04-30,2024-05-05,937,0.0,19.59,16,102.06,133.27,925.37,Bank Transfer,Paid,0,0
PAY-00598,DRV-148,2024-04-01,2024-04-30,2024-05-05,919,0.0,0,21,146.98,145.98,920.0,Bank Transfer,Paid,0,0
PAY-00599,DRV-149,2024-04-01,2024-04-30,2024-05-05,696,0.0,0,3,19.45,103.51,611.94,Bank Transfer,Paid,0,0
PAY-00600,DRV-150,2024-04-01,2024-04-30,2024-05-05,901,0.0,46.68,8,43.29,111.45,879.51,Bank Transfer,Paid,0,0
PAY-00601,DRV-001,2024-05-01,2024-05-31,2024-06-05,831,25.65,37.93,4,21.16,145.59,770.15,Bank Transfer,Paid,3,1608
PAY-00602,DRV-002,2024-05-01,2024-05-31,2024-06-05,824,10.95,46.21,3,17.28,146.4,752.04,Bank Transfer,Paid,1,562
PAY-00603,DRV-003,2024-05-01,2024-05-31,2024-06-05,726,0.0,40.42,4,27.3,90.72,703.01,Bank Transfer,Paid,0,0
PAY-00604,DRV-004,2024-05-01,2024-05-31,2024-06-05,927,103.27,38.51,3,17.17,148.7,937.25,Bank Transfer,Paid,9,5755
PAY-00605,DRV-005,2024-05-01,2024-05-31,2024-06-05,835,25.67,33.58,6,39.49,130.33,803.41,Bank Transfer,Paid,3,1535
PAY-00606,DRV-006,2024-05-01,2024-05-31,2024-06-05,731,0.0,59.36,21,127.73,90.86,827.23,Bank Transfer,Paid,0,0
PAY-00607,DRV-007,2024-05-01,2024-05-31,2024-06-05,797,10.7,41.34,17,95.65,107.68,837.01,Bank Transfer,Paid,1,258
PAY-00608,DRV-008,2024-05-01,2024-05-31,2024-06-05,718,0.0,0,24,145.35,93.58,769.77,Bank Transfer,Paid,0,0
PAY-00609,DRV-009,2024-05-01,2024-05-31,2024-06-05,723,0.0,25.26,11,59.96,92.11,716.11,Bank Transfer,Paid,0,0
PAY-00610,DRV-010,2024-05-01,2024-05-31,2024-06-05,760,0.0,0,2,11.08,106.95,664.13,Bank Transfer,Paid,0,0
PAY-00611,DRV-011,2024-05-01,2024-05-31,2024-06-05,805,0.0,0,10,64.37,104.98,764.39,Bank Transfer,Paid,0,0
PAY-00612,DRV-012,2024-05-01,2024-05-31,2024-06-05,738,0.0,0,7,42.91,115.45,665.47,Bank Transfer,Paid,0,0
PAY-00613,DRV-013,2024-05-01,2024-05-31,2024-06-05,933,33.41,30.24,19,132.25,131.86,997.04,Bank Transfer,Paid,4,2635
PAY-00614,DRV-014,2024-05-01,2024-05-31,2024-06-05,668,0.0,0,2,11.66,108.78,570.88,Bank Transfer,Paid,0,0
PAY-00615,DRV-015,2024-05-01,2024-05-31,2024-06-05,908,60.59,53.8,22,143.67,145.19,1020.88,Bank Transfer,Paid,6,3221
PAY-00616,DRV-016,2024-05-01,2024-05-31,2024-06-05,802,0.0,56.85,12,74.76,133.2,800.4,Bank Transfer,Paid,0,0
PAY-00617,DRV-017,2024-05-01,2024-05-31,2024-06-05,719,0.0,23.93,4,23.76,93.74,672.96,Bank Transfer,Paid,0,0
PAY-00618,DRV-018,2024-05-01,2024-05-31,2024-06-05,683,16.0,27.41,12,75.37,119.63,682.16,Bank Transfer,Paid,2,1505
PAY-00619,DRV-019,2024-05-01,2024-05-31,2024-06-05,744,0.0,33.55,8,54.04,118.35,713.25,Bank Transfer,Paid,0,0
PAY-00620,DRV-020,2024-05-01,2024-05-31,2024-06-05,835,0.0,42.27,21,120.67,128.16,869.78,Bank Transfer,Paid,0,0
PAY-00621,DRV-021,2024-05-01,2024-05-31,2024-06-05,784,67.73,0,24,145.5,130.7,866.53,Bank Transfer,Paid,6,4502
PAY-00622,DRV-022,2024-05-01,2024-05-31,2024-06-05,890,16.76,77.84,25,168.26,150.6,1002.27,Bank Transfer,Paid,2,1524
PAY-00623,DRV-023,2024-05-01,2024-05-31,2024-06-05,685,0.0,0,14,82.9,82.21,685.68,Bank Transfer,Paid,0,0
PAY-00624,DRV-024,2024-05-01,2024-05-31,2024-06-05,800,0.0,59.53,14,95.57,140.59,814.52,Bank Transfer,Paid,0,0
PAY-00625,DRV-025,2024-05-01,2024-05-31,2024-06-05,654,0.0,0,1,6.73,83.16,577.57,Bank Transfer,Paid,0,0
PAY-00626,DRV-026,2024-05-01,2024-05-31,2024-06-05,680,0.0,31.88,0,0.0,116.71,595.16,Bank Transfer,Paid,0,0
PAY-00627,DRV-027,2024-05-01,2024-05-31,2024-06-05,726,20.27,43.35,15,83.34,89.79,783.18,Bank Transfer,Paid,2,1404
PAY-00628,DRV-028,2024-05-01,2024-05-31,2024-06-05,756,18.96,0,0,0.0,131.11,643.84,Bank Transfer,Paid,2,1846
PAY-00629,DRV-029,2024-05-01,2024-05-31,2024-06-05,904,44.93,57.71,21,121.44,115.66,1012.41,Bank Transfer,Paid,4,2759
PAY-00630,DRV-030,2024-05-01,2024-05-31,2024-06-05,926,69.2,63.32,14,75.27,132.95,1000.84,Bank Transfer,Paid,6,3829
PAY-00631,DRV-031,2024-05-01,2024-05-31,2024-06-05,911,16.9,0,6,37.26,120.76,844.41,Bank Transfer,Paid,2,1063
PAY-00632,DRV-032,2024-05-01,2024-05-31,2024-06-05,856,17.57,74.34,21,113.68,121.3,940.3,Bank Transfer,Paid,2,603
PAY-00633,DRV-033,2024-05-01,2024-05-31,2024-06-05,797,0.0,0,7,35.37,124.68,707.69,Bank Transfer,Paid,0,0
PAY-00634,DRV-034,2024-05-01,2024-05-31,2024-06-05,856,19.0,0,11,70.98,116.88,829.1,Bank Transfer,Paid,2,940
PAY-00635,DRV-035,2024-05-01,2024-05-31,2024-06-05,832,0.0,0,1,6.29,128.99,709.3,Bank Transfer,Paid,0,0
PAY-00636,DRV-036,2024-05-01,2024-05-31,2024-06-05,729,22.22,42.27,5,32.73,88.53,737.69,Bank Transfer,Paid,2,1337
PAY-00637,DRV-037,2024-05-01,2024-05-31,2024-06-05,744,0.0,69.85,25,141.09,110.51,844.44,Bank Transfer,Paid,0,0
PAY-00638,DRV-038,2024-05-01,2024-05-31,2024-06-05,855,0.0,24.6,21,135.73,137.75,877.58,Bank Transfer,Paid,0,0
PAY-00639,DRV-039,2024-05-01,2024-05-31,2024-06-05,796,18.35,0,18,113.09,134.43,793.0,Bank Transfer,Paid,2,953
PAY-00640,DRV-040,2024-05-01,2024-05-31,2024-06-05,731,29.05,26.36,4,20.42,119.2,687.62,Bank Transfer,Paid,3,1264
PAY-00641,DRV-041,2024-05-01,2024-05-31,2024-06-05,844,25.81,0,10,57.0,119.76,807.05,Bank Transfer,Paid,3,1232
PAY-00642,DRV-042,2024-05-01,2024-05-31,2024-06-05,839,0.0,0,5,33.47,124.84,747.63,Bank Transfer,Paid,0,0
PAY-00643,DRV-043,2024-05-01,2024-05-31,2024-06-05,860,0.0,0,4,24.34,129.18,755.16,Bank Transfer,Paid,0,0
PAY-00644,DRV-044,2024-05-01,2024-05-31,2024-06-05,733,106.59,53.83,18,124.82,109.1,909.15,Bank Transfer,Paid,10,6705
PAY-00645,DRV-045,2024-05-01,2024-05-31,2024-06-05,696,0.0,34.56,4,24.53,109.23,645.86,Bank Transfer,Paid,0,0
PAY-00646,DRV-046,2024-05-01,2024-05-31,2024-06-05,827,0.0,46.1,9,49.16,133.17,789.09,Bank Transfer,Paid,0,0
PAY-00647,DRV-047,2024-05-01,2024-05-31,2024-06-05,765,133.16,31.28,17,96.9,131.44,894.9,Bank Transfer,Paid,15,6377
PAY-00648,DRV-048,2024-05-01,2024-05-31,2024-06-05,756,79.24,45.7,14,70.05,104.46,846.53,Bank Transfer,Paid,7,3549
PAY-00649,DRV-049,2024-05-01,2024-05-31,2024-06-05,758,45.29,40.38,0,0.0,123.77,719.9,Bank Transfer,Paid,4,1537
PAY-00650,DRV-050,2024-05-01,2024-05-31,2024-06-05,855,0.0,44.27,3,17.13,139.45,776.95,Bank Transfer,Paid,0,0
PAY-00651,DRV-051,2024-05-01,2024-05-31,2024-06-05,894,0.0,69.8,20,100.87,130.52,934.15,Bank Transfer,Paid,0,0
PAY-00652,DRV-052,2024-05-01,2024-05-31,2024-06-05,894,0.0,79.76,13,69.98,147.81,895.93,Bank Transfer,Paid,0,0
PAY-00653,DRV-053,2024-05-01,2024-05-31,2024-06-05,725,56.08,68.5,22,152.47,103.9,898.15,Bank Transfer,Paid,6,1948
PAY-00654,DRV-054,2024-05-01,2024-05-31,2024-06-05,661,53.84,18.05,8,42.78,102.33,673.34,Bank Transfer,Paid,5,3591
PAY-00655,DRV-055,2024-05-01,2024-05-31,2024-06-05,737,9.8,0,5,26.31,105.57,667.54,Bank Transfer,Paid,1,540
PAY-00656,DRV-056,2024-05-01,2024-05-31,2024-06-05,889,0.0,68.07,5,25.22,130.02,852.26,Bank Transfer,Paid,0,0
PAY-00657,DRV-057,2024-05-01,2024-05-31,2024-06-05,831,11.26,0,18,90.75,128.54,804.47,Bank Transfer,Paid,1,76
PAY-00658,DRV-058,2024-05-01,2024-05-31,2024-06-05,704,0.0,27.07,6,41.08,117.97,654.18,Bank Transfer,Paid,0,0
PAY-00659,DRV-059,2024-05-01,2024-05-31,2024-06-05,878,0.0,53.67,5,34.42,147.78,818.31,Bank Transfer,Paid,0,0
PAY-00660,DRV-060,2024-05-01,2024-05-31,2024-06-05,889,17.62,42.37,22,121.31,132.17,938.14,Bank Transfer,Paid,2,2011
PAY-00661,DRV-061,2024-05-01,2024-05-31,2024-06-05,798,0.0,40.02,0,0.0,119.67,718.35,Bank Transfer,Paid,0,0
PAY-00662,DRV-062,2024-05-01,2024-05-31,2024-06-05,869,0.0,64.51,17,104.23,149.36,888.38,Bank Transfer,Paid,0,0
PAY-00663,DRV-063,2024-05-01,2024-05-31,2024-06-05,795,0.0,53.21,22,118.98,122.68,844.5,Bank Transfer,Paid,0,0
PAY-00664,DRV-064,2024-05-01,2024-05-31,2024-06-05,864,0.0,0,2,10.65,104.75,769.9,Bank Transfer,Paid,0,0
PAY-00665,DRV-065,2024-05-01,2024-05-31,2024-06-05,774,16.04,51.24,0,0.0,94.96,746.32,Bank Transfer,Paid,2,423
PAY-00666,DRV-066,2024-05-01,2024-05-31,2024-06-05,813,0.0,51.92,8,43.11,134.91,773.12,Bank Transfer,Paid,0,0
PAY-00667,DRV-067,2024-05-01,2024-05-31,2024-06-05,722,0.0,0,23,121.16,93.5,749.66,Bank Transfer,Paid,0,0
PAY-00668,DRV-068,2024-05-01,2024-05-31,2024-06-05,732,0.0,60.77,23,122.69,92.41,823.05,Bank Transfer,Paid,0,0
PAY-00669,DRV-069,2024-05-01,2024-05-31,2024-06-05,657,0.0,0,0,0.0,87.41,569.59,Bank Transfer,Paid,0,0
PAY-00670,DRV-070,2024-05-01,2024-05-31,2024-06-05,691,35.55,0,11,64.19,105.5,685.24,Bank Transfer,Paid,4,2695
PAY-00671,DRV-071,2024-05-01,2024-05-31,2024-06-05,681,71.04,61.66,23,158.75,107.8,864.65,Bank Transfer,Paid,7,3867
PAY-00672,DRV-072,2024-05-01,2024-05-31,2024-06-05,669,0.0,60.41,23,121.44,105.92,744.93,Bank Transfer,Paid,0,0
PAY-00673,DRV-073,2024-05-01,2024-05-31,2024-06-05,678,0.0,31.72,19,117.27,111.05,715.94,Bank Transfer,Paid,0,0
PAY-00674,DRV-074,2024-05-01,2024-05-31,2024-06-05,870,0.0,35.07,13,89.4,127.24,867.22,Bank Transfer,Paid,0,0
PAY-00675,DRV-075,2024-05-01,2024-05-31,2024-06-05,748,0.0,0,24,131.56,104.26,775.29,Bank Transfer,Paid,0,0
PAY-00676,DRV-076,2024-05-01,2024-05-31,2024-06-05,729,17.89,46.99,3,20.25,94.81,719.32,Bank Transfer,Paid,2,1290
PAY-00677,DRV-077,2024-05-01,2024-05-31,2024-06-05,709,64.36,21.15,14,78.35,87.29,785.57,Bank Transfer,Paid,6,2263
PAY-00678,DRV-078,2024-05-01,2024-05-31,2024-06-05,661,32.39,28.44,8,42.97,117.1,647.7,Bank Transfer,Paid,3,3773
PAY-00679,DRV-079,2024-05-01,2024-05-31,2024-06-05,927,0.0,27.2,4,20.17,138.92,835.45,Bank Transfer,Paid,0,0
PAY-00680,DRV-080,2024-05-01,2024-05-31,2024-06-05,738,27.51,0,0,0.0,131.07,634.45,Bank Transfer,Paid,3,1935
PAY-00681,DRV-081,2024-05-01,2024-05-31,2024-06-05,847,0.0,0,17,99.47,139.21,807.25,Bank Transfer,Paid,0,0
PAY-00682,DRV-082,2024-05-01,2024-05-31,2024-06-05,807,0.0,46.83,23,140.32,99.64,894.5,Bank Transfer,Paid,0,0
PAY-00683,DRV-083,2024-05-01,2024-05-31,2024-06-05,687,0.0,0,13,69.88,96.23,660.65,Bank Transfer,Paid,0,0
PAY-00684,DRV-084,2024-05-01,2024-05-31,2024-06-05,838,0.0,0,18,99.35,130.0,807.35,Bank Transfer,Paid,0,0
PAY-00685,DRV-085,2024-05-01,2024-05-31,2024-06-05,891,18.29,26.66,10,69.4,112.55,892.8,Bank Transfer,Paid,2,1144
PAY-00686,DRV-086,2024-05-01,2024-05-31,2024-06-05,724,0.0,78.78,1,6.94,109.32,700.39,Bank Transfer,Paid,0,0
PAY-00687,DRV-087,2024-05-01,2024-05-31,2024-06-05,881,0.0,41.66,16,105.2,139.04,888.81,Bank Transfer,Paid,0,0
PAY-00688,DRV-088,2024-05-01,2024-05-31,2024-06-05,700,0.0,30.21,6,34.79,122.76,642.24,Bank Transfer,Paid,0,0
PAY-00689,DRV-089,2024-05-01,2024-05-31,2024-06-05,942,32.06,35.22,15,78.44,115.22,972.49,Bank Transfer,Paid,4,2045
PAY-00690,DRV-090,2024-05-01,2024-05-31,2024-06-05,729,0.0,0,1,5.65,98.33,636.32,Bank Transfer,Paid,0,0
PAY-00691,DRV-091,2024-05-01,2024-05-31,2024-06-05,722,0.0,28.08,2,13.35,122.4,641.03,Bank Transfer,Paid,0,0
PAY-00692,DRV-092,2024-05-01,2024-05-31,2024-06-05,927,21.12,0,17,94.35,157.62,884.84,Bank Transfer,Paid,2,1006
PAY-00693,DRV-093,2024-05-01,2024-05-31,2024-06-05,693,0.0,0,4,20.82,103.27,610.56,Bank Transfer,Paid,0,0
PAY-00694,DRV-094,2024-05-01,2024-05-31,2024-06-05,800,0.0,45.71,4,25.84,130.39,741.15,Bank Transfer,Paid,0,0
PAY-00695,DRV-095,2024-05-01,2024-05-31,2024-06-05,888,0.0,0,7,41.84,123.8,806.04,Bank Transfer,Paid,0,0
PAY-00696,DRV-096,2024-05-01,2024-05-31,2024-06-05,716,0.0,0,2,13.46,96.61,632.85,Bank Transfer,Paid,0,0
PAY-00697,DRV-097,2024-05-01,2024-05-31,2024-06-05,912,0.0,48.97,16,87.17,136.65,911.49,Bank Transfer,Paid,0,0
PAY-00698,DRV-098,2024-05-01,2024-05-31,2024-06-05,909,20.76,0,24,163.58,155.95,937.4,Bank Transfer,Paid,2,856
PAY-00699,DRV-099,2024-05-01,2024-05-31,2024-06-05,840,63.19,0,13,71.97,139.94,835.22,Bank Transfer,Paid,6,4787
PAY-00700,DRV-100,2024-05-01,2024-05-31,2024-06-05,764,0.0,38.08,14,77.61,103.17,776.51,Bank Transfer,Paid,0,0
PAY-00701,DRV-101,2024-05-01,2024-05-31,2024-06-05,696,43.7,55.33,7,47.73,95.69,747.06,Bank Transfer,Paid,4,1909
PAY-00702,DRV-102,2024-05-01,2024-05-31,2024-06-05,741,11.16,0,15,99.69,99.7,752.15,Bank Transfer,Paid,1,994
PAY-00703,DRV-103,2024-05-01,2024-05-31,2024-06-05,833,26.75,27.38,6,35.45,133.74,788.83,Bank Transfer,Paid,3,2358
PAY-00704,DRV-104,2024-05-01,2024-05-31,2024-06-05,788,20.4,31.22,8,46.79,139.28,747.14,Bank Transfer,Paid,2,1323
PAY-00705,DRV-105,2024-05-01,2024-05-31,2024-06-05,850,73.16,41.36,8,51.02,122.38,893.16,Bank Transfer,Paid,7,4564
PAY-00706,DRV-106,2024-05-01,2024-05-31,2024-06-05,714,0.0,32.59,18,113.31,96.62,763.27,Bank Transfer,Paid,0,0
PAY-00707,DRV-107,2024-05-01,2024-05-31,2024-06-05,907,0.0,0,1,5.45,157.77,754.68,Bank Transfer,Paid,0,0
PAY-00708,DRV-108,2024-05-01,2024-05-31,2024-06-05,727,0.0,0,4,27.46,98.31,656.15,Bank Transfer,Paid,0,0
PAY-00709,DRV-109,2024-05-01,2024-05-31,2024-06-05,799,44.76,63.41,13,73.49,101.89,878.78,Bank Transfer,Paid,5,1935
PAY-00710,DRV-110,2024-05-01,2024-05-31,2024-06-05,799,0.0,37.99,5,27.49,123.19,741.29,Bank Transfer,Paid,0,0
PAY-00711,DRV-111,2024-05-01,2024-05-31,2024-06-05,892,0.0,56.53,8,54.29,107.64,895.18,Bank Transfer,Paid,0,0
PAY-00712,DRV-112,2024-05-01,2024-05-31,2024-06-05,797,0.0,0,11,74.99,125.38,746.6,Bank Transfer,Paid,0,0
PAY-00713,DRV-113,2024-05-01,2024-05-31,2024-06-05,949,9.66,0,14,70.27,145.11,883.82,Bank Transfer,Paid,1,274
PAY-00714,DRV-114,2024-05-01,2024-05-31,2024-06-05,893,0.0,0,7,41.14,140.07,794.07,Bank Transfer,Paid,0,0
PAY-00715,DRV-115,2024-05-01,2024-05-31,2024-06-05,709,0.0,0,1,6.57,122.65,592.92,Bank Transfer,Paid,0,0
PAY-00716,DRV-116,2024-05-01,2024-05-31,2024-06-05,867,56.13,68.44,2,13.49,124.03,881.03,Bank Transfer,Paid,5,3338
PAY-00717,DRV-117,2024-05-01,2024-05-31,2024-06-05,711,24.87,0,11,72.71,88.49,720.1,Bank Transfer,Paid,3,1662
PAY-00718,DRV-118,2024-05-01,2024-05-31,2024-06-05,843,10.78,0,7,45.85,125.24,774.39,Bank Transfer,Paid,1,558
PAY-00719,DRV-119,2024-05-01,2024-05-31,2024-06-05,798,34.66,37.72,11,72.15,107.03,835.5,Bank Transfer,Paid,3,1572
PAY-00720,DRV-120,2024-05-01,2024-05-31,2024-06-05,780,0.0,46.33,14,75.51,132.84,769.0,Bank Transfer,Paid,0,0
PAY-00721,DRV-121,2024-05-01,2024-05-31,2024-06-05,912,0.0,51.23,18,107.17,136.84,933.56,Bank Transfer,Paid,0,0
PAY-00722,DRV-122,2024-05-01,2024-05-31,2024-06-05,906,8.82,0,7,35.1,111.08,838.84,Bank Transfer,Paid,1,305
PAY-00723,DRV-123,2024-05-01,2024-05-31,2024-06-05,824,0.0,55.82,12,72.24,100.31,851.75,Bank Transfer,Paid,0,0
PAY-00724,DRV-124,2024-05-01,2024-05-31,2024-06-05,861,11.98,58.43,13,68.7,140.38,859.73,Bank Transfer,Paid,1,248
PAY-00725,DRV-125,2024-05-01,2024-05-31,2024-06-05,696,78.11,0,4,25.46,97.0,702.57,Bank Transfer,Paid,8,2665
PAY-00726,DRV-126,2024-05-01,2024-05-31,2024-06-05,699,0.0,0,13,72.91,97.36,674.55,Bank Transfer,Paid,0,0
PAY-00727,DRV-127,2024-05-01,2024-05-31,2024-06-05,797,0.0,33.44,23,126.8,141.32,815.92,Bank Transfer,Paid,0,0
PAY-00728,DRV-128,2024-05-01,2024-05-31,2024-06-05,688,0.0,43.09,25,127.3,88.92,769.48,Bank Transfer,Paid,0,0
PAY-00729,DRV-129,2024-05-01,2024-05-31,2024-06-05,751,9.02,61.82,2,12.74,129.33,705.26,Bank Transfer,Paid,1,727
PAY-00730,DRV-130,2024-05-01,2024-05-31,2024-06-05,770,33.83,53.88,0,0.0,97.19,760.53,Bank Transfer,Paid,4,2119
PAY-00731,DRV-131,2024-05-01,2024-05-31,2024-06-05,703,0.0,0,0,0.0,111.95,591.05,Bank Transfer,Paid,0,0
