fuel_id,trip_id,asset_id,driver_id,refuel_date,refuel_time,country,location,fuel_station,fuel_type,liters_purchased,price_per_liter_local,total_cost_local,total_cost_usd,odometer_reading,fuel_efficiency_km_per_liter,payment_method,receipt_number
FUEL-00714,TRP-0714,AST-006,DRV-129,2024-01-29,00:00:00,Rwanda,Gisenyi,Kobil - Gisenyi,Diesel,83.5,1470,122745.0,94.51,34446,5.9,Cash,FUEL-60197
FUEL-00715,TRP-0715,AST-022,DRV-140,2024-05-27,00:00:00,Rwanda,Cyangugu,Puma Energy - Cyangugu,Diesel,35.4,1470,52038.0,40.07,222752,6.1,Company Card,FUEL-34110
FUEL-00716,TRP-0716,AST-066,DRV-021,2024-07-17,00:00:00,Tanzania,Mwanza,Shell - Mwanza,Diesel,33.0,4850,160050.0,64.02,161826,6.2,Company Card,FUEL-46268
FUEL-00717,TRP-0717,AST-067,DRV-060,2025-02-17,00:00:00,Rwanda,Kigali,Kobil - Kigali,Diesel,123.5,1470,181545.0,139.79,23115,6.1,Company Card,FUEL-28953
FUEL-00718,TRP-0718,AST-003,DRV-105,2024-07-04,00:00:00,Kenya,Nairobi,Shell - Nairobi,Diesel,180.4,175,31570.0,243.09,179605,5.5,Cash,FUEL-94208
FUEL-00719,TRP-0719,AST-103,DRV-125,2024-04-14,00:00:00,Rwanda,Ruhengeri,Kobil - Ruhengeri,Diesel,12.2,1470,17934.0,13.81,28525,6.3,Cash,FUEL-36682
FUEL-00720,TRP-0720,AST-113,DRV-076,2024-06-03,00:00:00,Rwanda,Ruhengeri,Total - Ruhengeri,Diesel,29.2,1470,42924.0,33.05,52923,5.1,Company Card,FUEL-11690
FUEL-00721,TRP-0721,AST-116,DRV-122,2024-01-06,00:00:00,Uganda,Gulu,Shell - Gulu,Diesel,132.2,6200,819640.0,221.3,52599,5.8,Cash,FUEL-48771
FUEL-00722,TRP-0722,AST-020,DRV-104,2024-12-09,00:00:00,Rwanda,Cyangugu,Shell - Cyangugu,Diesel,196.1,1470,288267.0,221.97,167606,5.9,Cash,FUEL-53993
FUEL-00723,TRP-0723,AST-119,DRV-022,2024-08-02,00:00:00,Ethiopia,Mekele,Kobil - Mekele,Diesel,96.0,67,6432.0,115.78,179503,5.5,Cash,FUEL-21026
FUEL-00724,TRP-0724,AST-025,DRV-031,2024-02-09,00:00:00,Uganda,Kampala,Shell - Kampala,Diesel,64.6,6200,400520.0,108.14,186040,5.2,Company Card,FUEL-42771
FUEL-00725,TRP-0725,AST-047,DRV-102,2024-07-08,00:00:00,Rwanda,Ruhengeri,Kobil - Ruhengeri,Diesel,23.9,1470,35133.0,27.05,25280,5.4,Cash,FUEL-66358
FUEL-00726,TRP-0726,AST-098,DRV-044,2024-08-05,00:00:00,Kenya,Eldoret,Total - Eldoret,Diesel,102.2,175,17885.0,137.71,197980,5.8,Cash,FUEL-15607
FUEL-00727,TRP-0727,AST-045,DRV-099,2025-01-23,00:00:00,Ethiopia,Addis Ababa,Kobil - Addis Ababa,Diesel,91.9,67,6157.3,110.83,115419,5.4,Cash,FUEL-96891
FUEL-00728,TRP-0728,AST-072,DRV-039,2025-02-17,00:00:00,Kenya,Kisumu,Kobil - Kisumu,Diesel,194.1,175,33967.5,261.55,138033,5.5,Cash,FUEL-44663
FUEL-00729,TRP-0729,AST-027,DRV-004,2024-11-05,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,195.8,175,34265.0,263.84,172582,5.7,Cash,FUEL-70827
FUEL-00730,TRP-0730,AST-063,DRV-133,2024-08-20,00:00:00,Tanzania,Arusha,Kobil - Arusha,Diesel,118.0,4850,572300.0,228.92,95847,5.6,Cash,FUEL-65760
FUEL-00731,TRP-0731,AST-025,DRV-031,2024-10-06,00:00:00,Uganda,Kampala,Puma Energy - Kampala,Diesel,96.2,6200,596440.0,161.04,187220,5.3,Company Card,FUEL-73942
FUEL-00732,TRP-0732,AST-109,DRV-047,2024-05-06,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,48.7,175,8522.5,65.62,154985,5.3,Company Card,FUEL-28551
FUEL-00733,TRP-0733,AST-038,DRV-119,2024-10-10,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,12.1,175,2117.5,16.3,36614,5.8,Company Card,FUEL-73331
FUEL-00734,TRP-0734,AST-067,DRV-060,2025-02-07,00:00:00,Rwanda,Kigali,Shell - Kigali,Diesel,59.2,1470,87024.0,67.01,23450,5.7,Cash,FUEL-57120
FUEL-00735,TRP-0735,AST-049,DRV-103,2024-02-03,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,119.8,175,20965.0,161.43,171917,5.6,Company Card,FUEL-73270
FUEL-00736,TRP-0736,AST-018,DRV-029,2024-05-20,00:00:00,Kenya,Eldoret,Total - Eldoret,Diesel,103.9,175,18182.5,140.01,205825,6.1,Cash,FUEL-56148
FUEL-00737,TRP-0737,AST-041,DRV-044,2024-03-11,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,165.2,175,28910.0,222.61,204874,5.8,Cash,FUEL-27140
FUEL-00738,TRP-0738,AST-019,DRV-071,2024-08-24,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,143.8,175,25165.0,193.77,139106,5.3,Company Card,FUEL-62039
FUEL-00739,TRP-0739,AST-042,DRV-053,2025-01-30,00:00:00,Tanzania,Dar es Salaam,Total - Dar es Salaam,Diesel,135.2,4850,655720.0,262.29,147634,5.7,Company Card,FUEL-44416
FUEL-00740,TRP-0740,AST-098,DRV-044,2024-08-09,00:00:00,Kenya,Eldoret,Puma Energy - Eldoret,Diesel,24.3,175,4252.5,32.74,203061,5.7,Cash,FUEL-73378
FUEL-00741,TRP-0741,AST-088,DRV-049,2024-07-04,00:00:00,Ethiopia,Mekele,Shell - Mekele,Diesel,199.2,67,13346.4,240.24,224820,5.6,Company Card,FUEL-92577
FUEL-00742,TRP-0742,AST-010,DRV-030,2024-08-16,00:00:00,Tanzania,Mwanza,Total - Mwanza,Diesel,80.2,4850,388970.0,155.59,206515,6.0,Company Card,FUEL-25607
FUEL-00743,TRP-0743,AST-048,DRV-034,2024-08-15,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,128.2,175,22435.0,172.75,181035,5.4,Company Card,FUEL-42507
FUEL-00744,TRP-0744,AST-003,DRV-105,2024-03-31,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,121.0,175,21175.0,163.05,179779,6.1,Cash,FUEL-96804
FUEL-00745,TRP-0745,AST-029,DRV-105,2024-08-11,00:00:00,Kenya,Mombasa,Total - Mombasa,Diesel,179.9,175,31482.5,242.42,108440,5.3,Cash,FUEL-48081
FUEL-00746,TRP-0746,AST-019,DRV-071,2024-07-29,00:00:00,Kenya,Eldoret,Total - Eldoret,Diesel,99.8,175,17465.0,134.48,136449,5.6,Company Card,FUEL-18905
FUEL-00747,TRP-0747,AST-063,DRV-133,2025-01-20,00:00:00,Tanzania,Mwanza,Kobil - Mwanza,Diesel,238.4,4850,1156240.0,462.5,96350,5.7,Cash,FUEL-61556
FUEL-00748,TRP-0748,AST-037,DRV-101,2024-06-02,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,12.7,175,2222.5,17.11,150716,5.6,Company Card,FUEL-19516
FUEL-00749,TRP-0749,AST-048,DRV-034,2024-01-06,00:00:00,Kenya,Kisumu,Shell - Kisumu,Diesel,210.8,175,36890.0,284.05,182259,6.4,Cash,FUEL-51778
FUEL-00750,TRP-0750,AST-060,DRV-140,2024-06-21,00:00:00,Rwanda,Ruhengeri,Puma Energy - Ruhengeri,Diesel,75.4,1470,110838.0,85.35,197581,5.7,Cash,FUEL-34213
FUEL-00751,TRP-0751,AST-011,DRV-085,2024-02-18,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,236.2,175,41335.0,318.28,173048,5.6,Company Card,FUEL-65979
FUEL-00752,TRP-0752,AST-011,DRV-085,2025-02-04,00:00:00,Kenya,Kisumu,Shell - Kisumu,Diesel,118.4,175,20720.0,159.54,171736,6.3,Company Card,FUEL-64644
FUEL-00753,TRP-0753,AST-087,DRV-002,2024-04-30,00:00:00,Tanzania,Dodoma,Puma Energy - Dodoma,Diesel,115.8,4850,561630.0,224.65,138353,6.2,Company Card,FUEL-88684
FUEL-00754,TRP-0754,AST-119,DRV-022,2024-03-02,00:00:00,Ethiopia,Dire Dawa,Shell - Dire Dawa,Diesel,261.3,67,17507.1,315.13,181234,5.1,Cash,FUEL-30222
FUEL-00755,TRP-0755,AST-046,DRV-117,2024-07-31,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,39.4,175,6895.0,53.09,35666,5.6,Company Card,FUEL-60143
FUEL-00756,TRP-0756,AST-107,DRV-004,2024-07-24,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,61.9,175,10832.5,83.41,121326,6.4,Company Card,FUEL-10711
FUEL-00757,TRP-0757,AST-101,DRV-109,2024-08-02,00:00:00,Ethiopia,Dire Dawa,Total - Dire Dawa,Diesel,175.0,67,11725.0,211.05,206114,5.9,Company Card,FUEL-70095
FUEL-00758,TRP-0758,AST-045,DRV-099,2024-02-14,00:00:00,Ethiopia,Mekele,Shell - Mekele,Diesel,40.9,67,2740.3,49.33,110932,5.6,Cash,FUEL-85815
FUEL-00759,TRP-0759,AST-010,DRV-030,2024-05-19,00:00:00,Tanzania,Mbeya,Puma Energy - Mbeya,Diesel,207.4,4850,1005890.0,402.36,201910,6.0,Cash,FUEL-24879
FUEL-00760,TRP-0760,AST-003,DRV-105,2024-10-23,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,87.1,175,15242.5,117.37,173154,5.7,Cash,FUEL-93008
FUEL-00761,TRP-0761,AST-076,DRV-041,2024-11-18,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,84.0,175,14700.0,113.19,153312,6.0,Cash,FUEL-56722
FUEL-00762,TRP-0762,AST-068,DRV-118,2024-04-04,00:00:00,Uganda,Jinja,Kobil - Jinja,Diesel,114.2,6200,708040.0,191.17,72722,5.2,Cash,FUEL-83857
FUEL-00763,TRP-0763,AST-044,DRV-001,2024-08-21,00:00:00,Uganda,Entebbe,Total - Entebbe,Diesel,230.6,6200,1429720.0,386.02,107050,5.1,Company Card,FUEL-77320
FUEL-00764,TRP-0764,AST-076,DRV-041,2025-02-18,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,63.2,175,11060.0,85.16,149064,5.7,Company Card,FUEL-46137
FUEL-00765,TRP-0765,AST-057,DRV-031,2024-01-31,00:00:00,Uganda,Gulu,Puma Energy - Gulu,Diesel,90.0,6200,558000.0,150.66,224427,6.2,Company Card,FUEL-14413
FUEL-00766,TRP-0766,AST-014,DRV-099,2024-05-22,00:00:00,Ethiopia,Gondar,Total - Gondar,Diesel,170.0,67,11390.0,205.02,206222,5.3,Cash,FUEL-35652
FUEL-00767,TRP-0767,AST-071,DRV-125,2024-08-25,00:00:00,Rwanda,Cyangugu,Puma Energy - Cyangugu,Diesel,21.3,1470,31311.0,24.11,38909,5.3,Company Card,FUEL-71676
FUEL-00768,TRP-0768,AST-084,DRV-133,2024-01-06,00:00:00,Tanzania,Dar es Salaam,Puma Energy - Dar es Salaam,Diesel,157.1,4850,761935.0,304.77,226779,5.8,Company Card,FUEL-33190
FUEL-00769,TRP-0769,AST-088,DRV-049,2024-04-05,00:00:00,Ethiopia,Gondar,Puma Energy - Gondar,Diesel,74.3,67,4978.1,89.61,223374,6.2,Company Card,FUEL-13220
FUEL-00770,TRP-0770,AST-019,DRV-071,2024-07-25,00:00:00,Kenya,Nairobi,Shell - Nairobi,Diesel,27.8,175,4865.0,37.46,136095,5.2,Company Card,FUEL-94909
FUEL-00771,TRP-0771,AST-082,DRV-047,2024-09-10,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,71.4,175,12495.0,96.21,172403,5.1,Company Card,FUEL-14789
FUEL-00772,TRP-0772,AST-104,DRV-055,2024-04-28,00:00:00,Tanzania,Dodoma,Total - Dodoma,Diesel,78.9,4850,382665.0,153.07,63999,5.9,Company Card,FUEL-73665
FUEL-00773,TRP-0773,AST-119,DRV-022,2024-07-28,00:00:00,Ethiopia,Gondar,Puma Energy - Gondar,Diesel,15.6,67,1045.2,18.81,180749,5.7,Company Card,FUEL-35915
FUEL-00774,TRP-0774,AST-041,DRV-044,2024-02-19,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,49.0,175,8575.0,66.03,207530,5.9,Cash,FUEL-71371
FUEL-00775,TRP-0775,AST-038,DRV-119,2024-09-21,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,135.7,175,23747.5,182.86,36112,5.6,Company Card,FUEL-61090
FUEL-00776,TRP-0776,AST-081,DRV-122,2024-02-03,00:00:00,Uganda,Gulu,Puma Energy - Gulu,Diesel,110.4,6200,684480.0,184.81,245038,5.1,Company Card,FUEL-67222
FUEL-00777,TRP-0777,AST-059,DRV-048,2024-05-10,00:00:00,Uganda,Kampala,Kobil - Kampala,Diesel,55.3,6200,342860.0,92.57,176572,5.4,Cash,FUEL-19330
FUEL-00778,TRP-0778,AST-004,DRV-078,2024-01-25,00:00:00,Tanzania,Dodoma,Total - Dodoma,Diesel,60.8,4850,294880.0,117.95,112825,5.3,Company Card,FUEL-49367
FUEL-00779,TRP-0779,AST-072,DRV-039,2024-04-17,00:00:00,Kenya,Mombasa,Total - Mombasa,Diesel,202.9,175,35507.5,273.41,138747,6.5,Company Card,FUEL-94942
FUEL-00780,TRP-0780,AST-011,DRV-085,2024-12-29,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,160.9,175,28157.5,216.81,170045,5.8,Cash,FUEL-27300
FUEL-00781,TRP-0781,AST-119,DRV-022,2024-03-27,00:00:00,Ethiopia,Addis Ababa,Shell - Addis Ababa,Diesel,69.2,67,4636.4,83.46,177494,5.8,Company Card,FUEL-31464
FUEL-00782,TRP-0782,AST-078,DRV-132,2024-05-03,00:00:00,Uganda,Kampala,Puma Energy - Kampala,Diesel,39.3,6200,243660.0,65.79,138251,5.5,Company Card,FUEL-80999
FUEL-00783,TRP-0783,AST-061,DRV-125,2024-12-23,00:00:00,Rwanda,Butare,Kobil - Butare,Diesel,195.0,1470,286650.0,220.72,87585,5.6,Company Card,FUEL-64647
FUEL-00784,TRP-0784,AST-014,DRV-099,2024-10-22,00:00:00,Ethiopia,Mekele,Puma Energy - Mekele,Diesel,42.6,67,2854.2,51.38,207986,5.1,Cash,FUEL-13594
FUEL-00785,TRP-0785,AST-019,DRV-071,2024-05-01,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,108.5,175,18987.5,146.2,138352,5.9,Company Card,FUEL-51445
FUEL-00786,TRP-0786,AST-057,DRV-031,2025-01-14,00:00:00,Uganda,Entebbe,Total - Entebbe,Diesel,92.8,6200,575360.0,155.35,224537,6.2,Cash,FUEL-26660
FUEL-00787,TRP-0787,AST-077,DRV-018,2024-11-15,00:00:00,Tanzania,Mwanza,Puma Energy - Mwanza,Diesel,127.4,4850,617890.0,247.16,201213,5.3,Cash,FUEL-24871
FUEL-00788,TRP-0788,AST-038,DRV-119,2024-11-18,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,105.7,175,18497.5,142.43,40101,5.7,Company Card,FUEL-45686
FUEL-00789,TRP-0789,AST-072,DRV-039,2024-07-27,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,10.2,175,1785.0,13.74,130970,5.0,Cash,FUEL-66332
FUEL-00790,TRP-0790,AST-087,DRV-002,2024-02-02,00:00:00,Tanzania,Dar es Salaam,Shell - Dar es Salaam,Diesel,136.3,4850,661055.0,264.42,138398,5.2,Company Card,FUEL-14504
FUEL-00791,TRP-0791,AST-098,DRV-044,2024-05-05,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,49.0,175,8575.0,66.03,205658,6.1,Cash,FUEL-65173
FUEL-00792,TRP-0792,AST-085,DRV-113,2024-11-22,00:00:00,Tanzania,Dodoma,Total - Dodoma,Diesel,157.5,4850,763875.0,305.55,234064,5.6,Cash,FUEL-71451
FUEL-00793,TRP-0793,AST-058,DRV-077,2024-08-27,00:00:00,Rwanda,Butare,Puma Energy - Butare,Diesel,149.6,1470,219912.0,169.33,32526,5.2,Company Card,FUEL-33099
FUEL-00794,TRP-0794,AST-040,DRV-070,2024-04-18,00:00:00,Kenya,Nakuru,Shell - Nakuru,Diesel,110.7,175,19372.5,149.17,192268,6.1,Company Card,FUEL-91050
FUEL-00795,TRP-0795,AST-037,DRV-101,2024-06-22,00:00:00,Kenya,Mombasa,Total - Mombasa,Diesel,22.3,175,3902.5,30.05,157392,5.7,Cash,FUEL-23921
FUEL-00796,TRP-0796,AST-037,DRV-101,2024-03-17,00:00:00,Kenya,Nakuru,Shell - Nakuru,Diesel,102.6,175,17955.0,138.25,155875,5.8,Cash,FUEL-88631
FUEL-00797,TRP-0797,AST-031,DRV-013,2025-01-01,00:00:00,Rwanda,Butare,Puma Energy - Butare,Diesel,21.6,1470,31752.0,24.45,153311,5.0,Cash,FUEL-23988
FUEL-00798,TRP-0798,AST-029,DRV-105,2025-01-08,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,91.1,175,15942.5,122.76,106703,5.7,Company Card,FUEL-45948
FUEL-00799,TRP-0799,AST-048,DRV-034,2024-03-08,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,103.4,175,18095.0,139.33,188119,5.6,Cash,FUEL-75397
FUEL-00800,TRP-0800,AST-113,DRV-076,2024-07-01,00:00:00,Rwanda,Ruhengeri,Kobil - Ruhengeri,Diesel,238.0,1470,349860.0,269.39,47838,5.9,Company Card,FUEL-83105
FUEL-00801,TRP-0801,AST-020,DRV-104,2024-10-04,00:00:00,Rwanda,Cyangugu,Puma Energy - Cyangugu,Diesel,82.5,1470,121275.0,93.38,168004,5.2,Cash,FUEL-40793
FUEL-00802,TRP-0802,AST-072,DRV-039,2024-07-14,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,82.6,175,14455.0,111.3,133512,5.2,Cash,FUEL-85073
FUEL-00803,TRP-0803,AST-101,DRV-109,2024-09-28,00:00:00,Ethiopia,Mekele,Total - Mekele,Diesel,46.3,67,3102.1,55.84,208254,5.7,Cash,FUEL-28728
FUEL-00804,TRP-0804,AST-075,DRV-101,2024-05-28,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,15.0,175,2625.0,20.21,26624,5.9,Company Card,FUEL-98197
FUEL-00805,TRP-0805,AST-109,DRV-047,2024-04-08,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,94.1,175,16467.5,126.8,155242,5.5,Company Card,FUEL-94123
FUEL-00806,TRP-0806,AST-045,DRV-099,2024-09-16,00:00:00,Ethiopia,Mekele,Puma Energy - Mekele,Diesel,98.8,67,6619.6,119.15,114677,5.7,Company Card,FUEL-62774
FUEL-00807,TRP-0807,AST-080,DRV-129,2025-02-17,00:00:00,Rwanda,Gisenyi,Shell - Gisenyi,Diesel,11.0,1470,16170.0,12.45,218657,5.7,Cash,FUEL-62140
FUEL-00808,TRP-0808,AST-094,DRV-138,2024-04-13,00:00:00,Tanzania,Mbeya,Shell - Mbeya,Diesel,82.7,4850,401095.0,160.44,107792,5.3,Company Card,FUEL-59053
FUEL-00809,TRP-0809,AST-108,DRV-116,2024-01-24,00:00:00,Uganda,Mbarara,Total - Mbarara,Diesel,14.7,6200,91140.0,24.61,200987,5.7,Cash,FUEL-76968
FUEL-00810,TRP-0810,AST-018,DRV-029,2024-10-21,00:00:00,Kenya,Kisumu,Kobil - Kisumu,Diesel,77.3,175,13527.5,104.16,208524,6.2,Cash,FUEL-80189
FUEL-00811,TRP-0811,AST-004,DRV-078,2024-09-17,00:00:00,Tanzania,Dodoma,Shell - Dodoma,Diesel,53.1,4850,257535.0,103.01,118370,6.5,Cash,FUEL-60149
FUEL-00812,TRP-0812,AST-038,DRV-119,2025-01-25,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,50.4,175,8820.0,67.91,39934,5.9,Company Card,FUEL-21409
FUEL-00813,TRP-0813,AST-115,DRV-054,2024-06-07,00:00:00,Tanzania,Dodoma,Puma Energy - Dodoma,Diesel,225.0,4850,1091250.0,436.5,167064,6.5,Company Card,FUEL-29998
FUEL-00814,TRP-0814,AST-038,DRV-119,2024-07-03,00:00:00,Kenya,Eldoret,Total - Eldoret,Diesel,219.3,175,38377.5,295.51,38076,6.0,Company Card,FUEL-84364
FUEL-00815,TRP-0815,AST-119,DRV-022,2025-02-19,00:00:00,Ethiopia,Addis Ababa,Puma Energy - Addis Ababa,Diesel,85.7,67,5741.9,103.35,182146,6.4,Cash,FUEL-65523
FUEL-00816,TRP-0816,AST-016,DRV-056,2024-03-14,00:00:00,Uganda,Kampala,Puma Energy - Kampala,Diesel,132.0,6200,818400.0,220.97,238570,6.0,Cash,FUEL-10545
FUEL-00817,TRP-0817,AST-053,DRV-080,2024-05-23,00:00:00,Ethiopia,Bahir Dar,Kobil - Bahir Dar,Diesel,66.5,67,4455.5,80.2,81730,6.1,Company Card,FUEL-13973
FUEL-00818,TRP-0818,AST-070,DRV-047,2024-10-25,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,20.1,175,3517.5,27.08,79042,5.0,Company Card,FUEL-17339
FUEL-00819,TRP-0819,AST-082,DRV-047,2024-09-02,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,121.2,175,21210.0,163.32,169693,6.3,Cash,FUEL-40695
FUEL-00820,TRP-0820,AST-080,DRV-129,2025-01-27,00:00:00,Rwanda,Kigali,Kobil - Kigali,Diesel,42.5,1470,62475.0,48.11,216120,5.8,Company Card,FUEL-71329
FUEL-00821,TRP-0821,AST-035,DRV-015,2024-12-27,00:00:00,Uganda,Gulu,Kobil - Gulu,Diesel,100.0,6200,620000.0,167.4,221547,6.3,Company Card,FUEL-93501
FUEL-00822,TRP-0822,AST-018,DRV-029,2024-06-30,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,41.0,175,7175.0,55.25,207097,5.9,Company Card,FUEL-57539
FUEL-00823,TRP-0823,AST-015,DRV-116,2024-09-21,00:00:00,Uganda,Jinja,Total - Jinja,Diesel,14.4,6200,89280.0,24.11,133287,6.2,Cash,FUEL-11027
FUEL-00824,TRP-0824,AST-049,DRV-103,2024-10-01,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,88.2,175,15435.0,118.85,165750,5.8,Cash,FUEL-46145
FUEL-00825,TRP-0825,AST-017,DRV-089,2024-10-21,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,164.1,175,28717.5,221.12,147465,6.4,Company Card,FUEL-69641
FUEL-00826,TRP-0826,AST-088,DRV-049,2024-03-23,00:00:00,Ethiopia,Dire Dawa,Shell - Dire Dawa,Diesel,10.3,67,690.1,12.42,222858,5.2,Company Card,FUEL-44761
FUEL-00827,TRP-0827,AST-075,DRV-101,2024-06-02,00:00:00,Kenya,Kisumu,Shell - Kisumu,Diesel,17.9,175,3132.5,24.12,22684,6.1,Company Card,FUEL-81350
FUEL-00828,TRP-0828,AST-048,DRV-034,2024-07-01,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,186.9,175,32707.5,251.85,184179,5.8,Cash,FUEL-87859
FUEL-00829,TRP-0829,AST-103,DRV-125,2024-02-20,00:00:00,Rwanda,Gisenyi,Shell - Gisenyi,Diesel,153.2,1470,225204.0,173.41,25737,6.5,Cash,FUEL-87894
FUEL-00830,TRP-0830,AST-101,DRV-109,2024-03-18,00:00:00,Ethiopia,Mekele,Puma Energy - Mekele,Diesel,139.8,67,9366.6,168.6,210771,5.6,Company Card,FUEL-77516
FUEL-00831,TRP-0831,AST-034,DRV-099,2024-06-09,00:00:00,Ethiopia,Mekele,Puma Energy - Mekele,Diesel,41.9,67,2807.3,50.53,49214,5.7,Cash,FUEL-90466
FUEL-00832,TRP-0832,AST-015,DRV-116,2024-08-30,00:00:00,Uganda,Jinja,Total - Jinja,Diesel,22.6,6200,140120.0,37.83,125883,5.7,Cash,FUEL-26548
FUEL-00833,TRP-0833,AST-017,DRV-089,2024-07-11,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,104.3,175,18252.5,140.54,147802,5.7,Cash,FUEL-21485
FUEL-00834,TRP-0834,AST-025,DRV-031,2024-02-17,00:00:00,Uganda,Kampala,Shell - Kampala,Diesel,50.9,6200,315580.0,85.21,180613,5.2,Company Card,FUEL-32421
FUEL-00835,TRP-0835,AST-046,DRV-117,2024-10-20,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,240.1,175,42017.5,323.53,33912,5.8,Company Card,FUEL-43254
FUEL-00836,TRP-0836,AST-058,DRV-077,2024-02-02,00:00:00,Rwanda,Kigali,Kobil - Kigali,Diesel,104.4,1470,153468.0,118.17,29080,6.1,Company Card,FUEL-63312
FUEL-00837,TRP-0837,AST-048,DRV-034,2024-02-13,00:00:00,Kenya,Nairobi,Total - Nairobi,Diesel,11.8,175,2065.0,15.9,181262,6.0,Cash,FUEL-83491
FUEL-00838,TRP-0838,AST-048,DRV-034,2024-06-03,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,220.2,175,38535.0,296.72,181130,5.3,Company Card,FUEL-22370
FUEL-00839,TRP-0839,AST-101,DRV-109,2024-11-27,00:00:00,Ethiopia,Addis Ababa,Total - Addis Ababa,Diesel,60.7,67,4066.9,73.2,203774,5.9,Company Card,FUEL-37992
FUEL-00840,TRP-0840,AST-060,DRV-140,2024-07-24,00:00:00,Rwanda,Butare,Total - Butare,Diesel,170.1,1470,250047.0,192.54,196188,5.1,Cash,FUEL-92733
FUEL-00841,TRP-0841,AST-075,DRV-101,2024-01-24,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,62.0,175,10850.0,83.55,28205,6.1,Company Card,FUEL-60894
FUEL-00842,TRP-0842,AST-107,DRV-004,2024-07-29,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,33.6,175,5880.0,45.28,114652,6.1,Company Card,FUEL-10488
FUEL-00843,TRP-0843,AST-025,DRV-031,2024-08-11,00:00:00,Uganda,Gulu,Total - Gulu,Diesel,90.7,6200,562340.0,151.83,186567,6.2,Company Card,FUEL-50064
FUEL-00844,TRP-0844,AST-045,DRV-099,2024-09-06,00:00:00,Ethiopia,Mekele,Kobil - Mekele,Diesel,180.0,67,12060.0,217.08,110793,6.4,Cash,FUEL-24523
FUEL-00845,TRP-0845,AST-110,DRV-028,2025-01-03,00:00:00,Uganda,Jinja,Kobil - Jinja,Diesel,83.2,6200,515840.0,139.28,152992,6.0,Company Card,FUEL-56826
FUEL-00846,TRP-0846,AST-068,DRV-118,2024-08-02,00:00:00,Uganda,Mbarara,Puma Energy - Mbarara,Diesel,224.0,6200,1388800.0,374.98,76883,5.7,Company Card,FUEL-60896
FUEL-00847,TRP-0847,AST-022,DRV-140,2025-01-20,00:00:00,Rwanda,Kigali,Puma Energy - Kigali,Diesel,72.0,1470,105840.0,81.5,223702,5.6,Company Card,FUEL-66501
FUEL-00848,TRP-0848,AST-088,DRV-049,2025-01-30,00:00:00,Ethiopia,Mekele,Total - Mekele,Diesel,127.9,67,8569.3,154.25,222563,6.2,Cash,FUEL-54472
FUEL-00849,TRP-0849,AST-065,DRV-124,2024-04-04,00:00:00,Uganda,Entebbe,Total - Entebbe,Diesel,124.0,6200,768800.0,207.58,233386,5.0,Cash,FUEL-13355
