invoice_id,trip_id,client_id,invoice_date,due_date,invoice_amount_usd,tax_amount_usd,total_amount_usd,payment_status,payment_date,payment_method,currency,exchange_rate_to_usd,late_payment_days,discount_applied_usd,outstanding_amount_usd
INV-0543,TRP-0543,CLT-035,2025-02-19,2025-03-06,225.25,40.55,265.8,Paid,2025-03-07,Check,KES,0.0077,1,0,0
INV-0544,TRP-0544,CLT-007,2024-01-26,2024-03-26,3037.6,546.77,3584.37,Paid,2024-03-22,Bank Transfer,ETB,0.018,0,151.88,0
INV-0545,TRP-0545,CLT-024,2024-10-05,2024-11-04,1206.4,217.15,1423.55,Paid,2024-10-25,Bank Transfer,TZS,0.0004,0,0,0
INV-0546,TRP-0546,CLT-047,2024-11-07,2024-12-07,939.6,169.13,1108.73,Paid,2024-12-08,Bank Transfer,KES,0.0077,1,0,0
INV-0547,TRP-0547,CLT-004,2024-02-25,2024-03-26,177.76,32.0,209.76,Paid,2024-03-13,Check,KES,0.0077,0,0,0
INV-0548,TRP-0548,CLT-014,2025-02-07,2025-03-24,356.4,64.15,420.55,Partially Paid,2025-04-06,Mobile Money,ETB,0.018,13,0,249.6
INV-0549,TRP-0549,CLT-027,2025-01-09,2025-03-10,391.2,70.42,461.62,Paid,2025-03-02,Bank Transfer,RWF,0.00077,0,0,0
INV-0550,TRP-0550,CLT-006,2024-01-26,2024-03-11,936.98,168.66,1105.64,Paid,2024-03-13,Check,UGX,0.00027,2,0,0
INV-0551,TRP-0551,CLT-056,2025-01-12,2025-01-27,3078.0,554.04,3632.04,Paid,2025-01-23,Check,TZS,0.0004,0,153.9,0
INV-0552,TRP-0552,CLT-051,2024-05-09,2024-06-23,670.35,120.66,791.01,Paid,2024-06-21,Bank Transfer,KES,0.0077,0,0,0
INV-0553,TRP-0553,CLT-025,2024-07-22,2024-08-06,1002.96,180.53,1183.49,Paid,2024-08-11,Check,TZS,0.0004,5,0,0
INV-0554,TRP-0554,CLT-024,2024-08-21,2024-09-20,1689.75,304.15,1993.9,Paid,2024-09-25,Bank Transfer,KES,0.0077,5,0,0
INV-0555,TRP-0555,CLT-022,2024-12-20,2025-02-03,305.28,54.95,360.23,Paid,2025-01-18,Check,KES,0.0077,0,0,0
INV-0556,TRP-0556,CLT-030,2024-03-09,2024-04-23,1928.0,347.04,2275.04,Paid,2024-04-22,Cash,RWF,0.00077,0,96.4,0
INV-0557,TRP-0557,CLT-027,2024-12-31,2025-03-01,404.95,72.89,477.84,Paid,2025-02-14,Cash,TZS,0.0004,0,0,0
INV-0558,TRP-0558,CLT-024,2024-12-11,2025-01-10,2186.8,393.62,2580.42,Paid,2025-01-10,Mobile Money,ETB,0.018,0,109.34,0
INV-0559,TRP-0559,CLT-006,2024-01-28,2024-03-13,679.32,122.28,801.6,Paid,2024-03-15,Mobile Money,KES,0.0077,2,0,0
INV-0560,TRP-0560,CLT-069,2024-02-09,2024-02-24,716.8,129.02,845.82,Paid,2024-02-29,Check,KES,0.0077,5,0,0
INV-0561,TRP-0561,CLT-044,2024-08-18,2024-09-17,410.52,73.89,484.41,Partially Paid,2024-09-17,Check,KES,0.0077,0,0,265.63
INV-0562,TRP-0562,CLT-029,2024-07-18,2024-08-02,1971.76,354.92,2326.68,Partially Paid,2024-08-15,Check,TZS,0.0004,13,0,1231.14
INV-0563,TRP-0563,CLT-016,2024-02-17,2024-04-02,403.4,72.61,476.01,Paid,2024-04-07,Cash,TZS,0.0004,5,0,0
INV-0564,TRP-0564,CLT-005,2024-09-08,2024-10-08,835.56,150.4,985.96,Paid,2024-10-01,Mobile Money,KES,0.0077,0,0,0
INV-0565,TRP-0565,CLT-013,2024-09-02,2024-10-17,307.8,55.4,363.2,Paid,2024-09-29,Bank Transfer,TZS,0.0004,0,0,0
INV-0566,TRP-0566,CLT-035,2024-07-07,2024-07-22,1344.5,242.01,1586.51,Paid,2024-07-20,Check,RWF,0.00077,0,0,0
INV-0567,TRP-0567,CLT-020,2025-01-07,2025-03-08,4674.0,841.32,5515.32,Paid,2025-02-13,Cash,KES,0.0077,0,233.7,0
INV-0568,TRP-0568,CLT-022,2025-02-07,2025-03-24,385.44,69.38,454.82,Paid,2025-03-24,Mobile Money,ETB,0.018,0,0,0
INV-0569,TRP-0569,CLT-048,2024-10-19,2024-12-18,268.4,48.31,316.71,Paid,2024-12-06,Check,KES,0.0077,0,0,0
INV-0570,TRP-0570,CLT-053,2024-10-21,2024-12-05,1276.88,229.84,1506.72,Paid,2024-11-18,Check,RWF,0.00077,0,0,0
INV-0571,TRP-0571,CLT-051,2024-05-14,2024-06-28,1131.6,203.69,1335.29,Paid,2024-06-28,Cash,KES,0.0077,0,0,0
INV-0572,TRP-0572,CLT-027,2024-10-29,2024-12-28,165.66,29.82,195.48,Paid,2025-01-02,Check,KES,0.0077,5,0,0
INV-0573,TRP-0573,CLT-050,2024-06-21,2024-07-21,805.2,144.94,950.14,Paid,2024-07-20,Check,KES,0.0077,0,0,0
INV-0574,TRP-0574,CLT-010,2024-02-14,2024-04-14,2060.1,370.82,2430.92,Paid,2024-04-01,Bank Transfer,TZS,0.0004,0,103.0,0
INV-0575,TRP-0575,CLT-001,2024-12-25,2025-01-24,637.02,114.66,751.68,Unpaid,,,UGX,0.00027,402,0,751.68
INV-0576,TRP-0576,CLT-021,2024-12-20,2025-02-03,699.38,125.89,825.27,Paid,2025-02-06,Mobile Money,KES,0.0077,3,0,0
INV-0577,TRP-0577,CLT-018,2024-02-06,2024-04-06,797.7,143.59,941.29,Paid,2024-03-22,Cash,KES,0.0077,0,0,0
INV-0578,TRP-0578,CLT-037,2024-02-05,2024-02-20,630.8,113.54,744.34,Paid,2024-02-16,Cash,TZS,0.0004,0,0,0
INV-0579,TRP-0579,CLT-018,2024-01-11,2024-03-11,1461.32,263.04,1724.36,Partially Paid,2024-03-15,Cash,TZS,0.0004,4,0,955.51
INV-0580,TRP-0580,CLT-025,2024-07-11,2024-07-26,633.6,114.05,747.65,Paid,2024-07-28,Cash,KES,0.0077,2,0,0
INV-0581,TRP-0581,CLT-050,2024-10-04,2024-11-03,4231.2,761.62,4992.82,Paid,2024-10-27,Bank Transfer,KES,0.0077,0,211.56,0
INV-0582,TRP-0582,CLT-040,2024-11-24,2025-01-23,234.85,42.27,277.12,Paid,2025-01-28,Check,TZS,0.0004,5,0,0
INV-0583,TRP-0583,CLT-047,2024-10-18,2024-11-17,5380.8,968.54,6349.34,Paid,2024-11-19,Bank Transfer,RWF,0.00077,2,269.04,0
INV-0584,TRP-0584,CLT-018,2024-07-01,2024-08-30,2412.55,434.26,2846.81,Partially Paid,2024-09-08,Check,KES,0.0077,9,0,1320.74
INV-0585,TRP-0585,CLT-074,2024-03-29,2024-04-13,472.92,85.13,558.05,Paid,2024-04-11,Check,KES,0.0077,0,0,0
INV-0586,TRP-0586,CLT-021,2024-03-29,2024-05-13,595.32,107.16,702.48,Partially Paid,2024-05-18,Cash,KES,0.0077,5,0,224.02
INV-0587,TRP-0587,CLT-024,2024-02-22,2024-03-23,1125.6,202.61,1328.21,Paid,2024-03-26,Mobile Money,KES,0.0077,3,0,0
INV-0588,TRP-0588,CLT-025,2025-01-19,2025-02-03,1681.75,302.71,1984.46,Paid,2025-01-31,Bank Transfer,KES,0.0077,0,0,0
INV-0589,TRP-0589,CLT-001,2024-02-23,2024-03-24,2327.2,418.9,2746.1,Paid,2024-03-25,Cash,KES,0.0077,1,116.36,0
INV-0590,TRP-0590,CLT-018,2024-10-29,2024-12-28,1442.0,259.56,1701.56,Paid,2024-12-28,Bank Transfer,UGX,0.00027,0,0,0
INV-0591,TRP-0591,CLT-018,2024-01-17,2024-03-17,309.12,55.64,364.76,Paid,2024-03-03,Check,KES,0.0077,0,0,0
INV-0592,TRP-0592,CLT-051,2024-07-21,2024-09-04,5496.0,989.28,6485.28,Paid,2024-09-04,Bank Transfer,ETB,0.018,0,274.8,0
INV-0593,TRP-0593,CLT-010,2024-04-11,2024-06-10,2128.0,383.04,2511.04,Paid,2024-05-25,Cash,UGX,0.00027,0,106.4,0
INV-0594,TRP-0594,CLT-018,2024-12-07,2025-02-05,996.0,179.28,1175.28,Paid,2025-01-06,Cash,ETB,0.018,0,0,0
INV-0595,TRP-0595,CLT-056,2024-04-14,2024-04-29,3430.8,617.54,4048.34,Paid,2024-05-01,Check,KES,0.0077,2,171.54,0
INV-0596,TRP-0596,CLT-024,2024-09-30,2024-10-30,1093.86,196.89,1290.75,Paid,2024-10-18,Bank Transfer,TZS,0.0004,0,0,0
INV-0597,TRP-0597,CLT-021,2024-07-17,2024-08-31,98.55,17.74,116.29,Paid,2024-08-23,Bank Transfer,RWF,0.00077,0,0,0
INV-0598,TRP-0598,CLT-034,2024-06-25,2024-08-09,83.7,15.07,98.77,Paid,2024-08-05,Cash,RWF,0.00077,0,0,0
INV-0599,TRP-0599,CLT-051,2025-02-22,2025-04-08,489.6,88.13,577.73,Paid,2025-03-17,Mobile Money,KES,0.0077,0,0,0
INV-0600,TRP-0600,CLT-013,2024-02-24,2024-04-09,366.48,65.97,432.45,Paid,2024-04-04,Check,KES,0.0077,0,0,0
INV-0601,TRP-0601,CLT-024,2024-09-18,2024-10-18,486.75,87.61,574.37,Paid,2024-10-06,Mobile Money,KES,0.0077,0,0,0
INV-0602,TRP-0602,CLT-066,2024-02-29,2024-03-30,712.62,128.27,840.89,Paid,2024-03-17,Bank Transfer,ETB,0.018,0,0,0
INV-0603,TRP-0603,CLT-037,2024-04-11,2024-04-26,2062.0,371.16,2433.16,Paid,2024-04-19,Cash,TZS,0.0004,0,103.1,0
INV-0604,TRP-0604,CLT-003,2024-11-06,2024-11-21,650.52,117.09,767.61,Paid,2024-11-17,Cash,KES,0.0077,0,0,0
INV-0605,TRP-0605,CLT-013,2024-08-31,2024-10-15,1674.4,301.39,1975.79,Paid,2024-10-03,Check,RWF,0.00077,0,0,0
INV-0606,TRP-0606,CLT-020,2025-03-02,2025-05-01,1159.2,208.66,1367.86,Partially Paid,2025-05-01,Mobile Money,KES,0.0077,0,0,673.58
INV-0607,TRP-0607,CLT-014,2024-10-01,2024-11-15,174.02,31.32,205.34,Paid,2024-11-07,Check,RWF,0.00077,0,0,0
INV-0608,TRP-0608,CLT-031,2025-01-05,2025-01-20,1604.75,288.85,1893.61,Paid,2025-01-22,Bank Transfer,RWF,0.00077,2,0,0
INV-0609,TRP-0609,CLT-056,2024-05-21,2024-06-05,1295.7,233.23,1528.93,Paid,2024-06-07,Bank Transfer,UGX,0.00027,2,0,0
INV-0610,TRP-0610,CLT-002,2024-07-26,2024-09-09,373.0,67.14,440.14,Partially Paid,2024-09-23,Bank Transfer,TZS,0.0004,14,0,184.91
INV-0611,TRP-0611,CLT-001,2024-02-08,2024-03-09,2434.6,438.23,2872.83,Paid,2024-02-23,Check,TZS,0.0004,0,121.73,0
INV-0612,TRP-0612,CLT-051,2024-12-10,2025-01-24,3700.8,666.14,4366.94,Unpaid,,,KES,0.0077,402,0,4366.94
INV-0613,TRP-0613,CLT-056,2024-02-12,2024-02-27,1981.0,356.58,2337.58,Unpaid,,,ETB,0.018,734,0,2337.58
INV-0614,TRP-0614,CLT-047,2024-06-08,2024-07-08,497.88,89.62,587.5,Paid,2024-07-04,Bank Transfer,KES,0.0077,0,0,0
INV-0615,TRP-0615,CLT-056,2024-05-21,2024-06-05,372.75,67.09,439.85,Partially Paid,2024-06-12,Cash,TZS,0.0004,7,0,231.98
INV-0616,TRP-0616,CLT-021,2024-02-16,2024-04-01,600.16,108.03,708.19,Paid,2024-04-03,Bank Transfer,RWF,0.00077,2,0,0
INV-0617,TRP-0617,CLT-013,2024-08-16,2024-09-30,377.7,67.99,445.69,Paid,2024-09-09,Mobile Money,KES,0.0077,0,0,0
INV-0618,TRP-0618,CLT-059,2024-05-03,2024-06-17,88.5,15.93,104.43,Paid,2024-06-20,Cash,RWF,0.00077,3,0,0
INV-0619,TRP-0619,CLT-040,2025-02-09,2025-04-10,590.9,106.36,697.26,Paid,2025-03-31,Check,RWF,0.00077,0,0,0
INV-0620,TRP-0620,CLT-066,2024-10-17,2024-11-16,385.56,69.4,454.96,Paid,2024-11-13,Cash,KES,0.0077,0,0,0
INV-0621,TRP-0621,CLT-024,2024-04-01,2024-05-01,534.0,96.12,630.12,Paid,2024-04-24,Cash,RWF,0.00077,0,0,0
INV-0622,TRP-0622,CLT-001,2024-03-19,2024-04-18,708.5,127.53,836.03,Paid,2024-04-16,Bank Transfer,KES,0.0077,0,0,0
INV-0623,TRP-0623,CLT-027,2024-01-05,2024-03-05,815.1,146.72,961.82,Paid,2024-03-07,Bank Transfer,ETB,0.018,2,0,0
INV-0624,TRP-0624,CLT-020,2024-04-10,2024-06-09,140.85,25.35,166.2,Paid,2024-06-14,Cash,KES,0.0077,5,0,0
INV-0625,TRP-0625,CLT-024,2024-07-22,2024-08-21,1348.8,242.78,1591.58,Paid,2024-08-23,Check,RWF,0.00077,2,0,0
INV-0626,TRP-0626,CLT-034,2025-02-11,2025-03-28,672.0,120.96,792.96,Paid,2025-03-31,Cash,ETB,0.018,3,0,0
INV-0627,TRP-0627,CLT-024,2024-07-27,2024-08-26,811.8,146.12,957.92,Paid,2024-08-15,Cash,ETB,0.018,0,0,0
INV-0628,TRP-0628,CLT-031,2024-03-14,2024-03-29,1720.25,309.64,2029.89,Paid,2024-04-02,Cash,UGX,0.00027,4,86.01,0
INV-0629,TRP-0629,CLT-034,2025-01-04,2025-02-18,411.8,74.12,485.92,Paid,2025-02-14,Check,KES,0.0077,0,0,0
INV-0630,TRP-0630,CLT-042,2024-08-25,2024-10-09,380.16,68.43,448.59,Paid,2024-09-21,Check,RWF,0.00077,0,0,0
INV-0631,TRP-0631,CLT-042,2024-09-18,2024-11-02,523.44,94.22,617.66,Paid,2024-10-17,Cash,KES,0.0077,0,0,0
INV-0632,TRP-0632,CLT-021,2024-02-17,2024-04-02,679.44,122.3,801.74,Paid,2024-03-14,Cash,KES,0.0077,0,0,0
INV-0633,TRP-0633,CLT-035,2024-05-10,2024-05-25,271.75,48.91,320.67,Partially Paid,2024-05-26,Bank Transfer,KES,0.0077,1,0,196.37
INV-0634,TRP-0634,CLT-051,2024-12-17,2025-01-31,1266.65,228.0,1494.65,Paid,2025-01-16,Mobile Money,TZS,0.0004,0,0,0
INV-0635,TRP-0635,CLT-048,2024-01-09,2024-03-09,560.9,100.96,661.86,Paid,2024-02-09,Check,UGX,0.00027,0,0,0
INV-0636,TRP-0636,CLT-058,2024-09-14,2024-11-13,667.6,120.17,787.77,Paid,2024-10-15,Cash,KES,0.0077,0,0,0
INV-0637,TRP-0637,CLT-037,2024-02-07,2024-02-22,591.4,106.45,697.85,Paid,2024-02-26,Mobile Money,ETB,0.018,4,0,0
INV-0638,TRP-0638,CLT-026,2024-07-15,2024-08-14,321.2,57.82,379.02,Paid,2024-08-16,Cash,KES,0.0077,2,0,0
INV-0639,TRP-0639,CLT-030,2024-04-01,2024-05-16,1739.2,313.06,2052.26,Paid,2024-05-03,Check,KES,0.0077,0,86.96,0
INV-0640,TRP-0640,CLT-013,2024-10-04,2024-11-18,1179.64,212.34,1391.98,Paid,2024-11-11,Bank Transfer,KES,0.0077,0,0,0
INV-0641,TRP-0641,CLT-005,2025-01-20,2025-02-19,376.65,67.8,444.45,Unpaid,,,RWF,0.00077,376,0,444.45
INV-0642,TRP-0642,CLT-021,2024-02-29,2024-04-14,984.6,177.23,1161.83,Paid,2024-04-05,Mobile Money,UGX,0.00027,0,0,0
INV-0643,TRP-0643,CLT-029,2024-01-14,2024-01-29,5532.0,995.76,6527.76,Paid,2024-01-28,Check,UGX,0.00027,0,276.6,0
INV-0644,TRP-0644,CLT-066,2024-07-03,2024-08-02,679.5,122.31,801.81,Paid,2024-07-31,Check,UGX,0.00027,0,0,0
INV-0645,TRP-0645,CLT-069,2024-09-14,2024-09-29,1642.76,295.7,1938.46,Paid,2024-09-29,Check,RWF,0.00077,0,0,0
INV-0646,TRP-0646,CLT-075,2024-03-23,2024-05-07,1176.4,211.75,1388.15,Paid,2024-04-21,Bank Transfer,RWF,0.00077,0,0,0
INV-0647,TRP-0647,CLT-075,2025-01-07,2025-02-21,1500.4,270.07,1770.47,Paid,2025-02-16,Mobile Money,RWF,0.00077,0,0,0
INV-0648,TRP-0648,CLT-055,2024-11-26,2024-12-11,6008.4,1081.51,7089.91,Paid,2024-12-15,Check,TZS,0.0004,4,300.42,0
INV-0649,TRP-0649,CLT-021,2024-09-19,2024-11-03,505.4,90.97,596.37,Partially Paid,2024-11-10,Cash,TZS,0.0004,7,0,374.49
INV-0650,TRP-0650,CLT-051,2024-06-07,2024-07-22,2963.45,533.42,3496.87,Paid,2024-07-24,Check,RWF,0.00077,2,148.17,0
INV-0651,TRP-0651,CLT-018,2024-06-04,2024-08-03,1625.6,292.61,1918.21,Paid,2024-07-23,Bank Transfer,TZS,0.0004,0,0,0
INV-0652,TRP-0652,CLT-055,2024-07-21,2024-08-05,5328.0,959.04,6287.04,Paid,2024-08-09,Cash,KES,0.0077,4,266.4,0
INV-0653,TRP-0653,CLT-043,2024-10-06,2024-10-21,468.8,84.38,553.18,Paid,2024-10-18,Mobile Money,TZS,0.0004,0,0,0
INV-0654,TRP-0654,CLT-044,2024-01-25,2024-02-24,722.52,130.05,852.57,Paid,2024-02-24,Bank Transfer,UGX,0.00027,0,0,0
INV-0655,TRP-0655,CLT-007,2024-10-19,2024-12-18,1654.8,297.86,1952.66,Paid,2024-11-19,Check,TZS,0.0004,0,0,0
INV-0656,TRP-0656,CLT-024,2024-01-26,2024-02-25,5155.2,927.94,6083.14,Paid,2024-02-15,Mobile Money,TZS,0.0004,0,257.76,0
INV-0657,TRP-0657,CLT-050,2024-04-05,2024-05-05,779.4,140.29,919.69,Paid,2024-04-30,Check,UGX,0.00027,0,0,0
INV-0658,TRP-0658,CLT-002,2024-04-26,2024-06-10,92.88,16.72,109.6,Paid,2024-06-10,Bank Transfer,KES,0.0077,0,0,0
INV-0659,TRP-0659,CLT-044,2024-11-26,2024-12-26,1369.28,246.47,1615.75,Paid,2024-12-25,Cash,UGX,0.00027,0,0,0
INV-0660,TRP-0660,CLT-059,2024-03-03,2024-04-17,143.25,25.79,169.03,Paid,2024-03-31,Bank Transfer,KES,0.0077,0,0,0
INV-0661,TRP-0661,CLT-056,2025-02-02,2025-02-17,962.46,173.24,1135.7,Paid,2025-02-12,Cash,KES,0.0077,0,0,0
INV-0662,TRP-0662,CLT-066,2024-08-04,2024-09-03,1155.2,207.94,1363.14,Paid,2024-09-08,Cash,RWF,0.00077,5,0,0
INV-0663,TRP-0663,CLT-024,2024-08-12,2024-09-11,1034.28,186.17,1220.45,Paid,2024-09-08,Mobile Money,KES,0.0077,0,0,0
INV-0664,TRP-0664,CLT-020,2024-05-23,2024-07-22,5293.2,952.78,6245.98,Paid,2024-07-23,Check,TZS,0.0004,1,264.66,0
INV-0665,TRP-0665,CLT-056,2024-11-10,2024-11-25,1726.55,310.78,2037.33,Paid,2024-11-28,Bank Transfer,TZS,0.0004,3,86.33,0
INV-0666,TRP-0666,CLT-033,2024-05-23,2024-07-22,200.88,36.16,237.04,Paid,2024-07-09,Check,RWF,0.00077,0,0,0
INV-0667,TRP-0667,CLT-067,2025-01-19,2025-02-03,5547.6,998.57,6546.17,Paid,2025-01-27,Bank Transfer,TZS,0.0004,0,277.38,0
INV-0668,TRP-0668,CLT-007,2024-05-19,2024-07-18,1880.8,338.54,2219.34,Paid,2024-06-20,Mobile Money,TZS,0.0004,0,94.04,0
INV-0669,TRP-0669,CLT-021,2024-02-12,2024-03-28,391.0,70.38,461.38,Paid,2024-03-09,Mobile Money,ETB,0.018,0,0,0
INV-0670,TRP-0670,CLT-001,2024-11-20,2024-12-20,918.54,165.34,1083.88,Unpaid,,,KES,0.0077,437,0,1083.88
INV-0671,TRP-0671,CLT-029,2024-10-22,2024-11-06,670.88,120.76,791.64,Paid,2024-11-11,Cash,KES,0.0077,5,0,0
INV-0672,TRP-0672,CLT-013,2024-06-26,2024-08-10,300.5,54.09,354.59,Paid,2024-07-23,Bank Transfer,TZS,0.0004,0,0,0
INV-0673,TRP-0673,CLT-013,2024-08-09,2024-09-23,928.5,167.13,1095.63,Paid,2024-09-01,Mobile Money,KES,0.0077,0,0,0
INV-0674,TRP-0674,CLT-040,2024-03-12,2024-05-11,1721.3,309.83,2031.13,Paid,2024-04-15,Bank Transfer,ETB,0.018,0,86.06,0
INV-0675,TRP-0675,CLT-069,2024-07-31,2024-08-15,128.16,23.07,151.23,Paid,2024-08-17,Check,KES,0.0077,2,0,0
INV-0676,TRP-0676,CLT-044,2024-09-09,2024-10-09,166.76,30.02,196.78,Paid,2024-10-06,Bank Transfer,KES,0.0077,0,0,0
INV-0677,TRP-0677,CLT-043,2025-01-24,2025-02-08,3022.4,544.03,3566.43,Paid,2025-02-06,Cash,UGX,0.00027,0,151.12,0
INV-0678,TRP-0678,CLT-043,2024-08-22,2024-09-06,2374.4,427.39,2801.79,Paid,2024-09-02,Mobile Money,RWF,0.00077,0,118.72,0
INV-0679,TRP-0679,CLT-006,2024-12-01,2025-01-15,799.26,143.87,943.13,Paid,2024-12-27,Bank Transfer,ETB,0.018,0,0,0
INV-0680,TRP-0680,CLT-001,2024-03-09,2024-04-08,702.5,126.45,828.95,Paid,2024-04-12,Check,KES,0.0077,4,0,0
INV-0681,TRP-0681,CLT-075,2024-05-21,2024-07-05,2117.6,381.17,2498.77,Paid,2024-07-03,Check,TZS,0.0004,0,105.88,0
INV-0682,TRP-0682,CLT-001,2024-05-12,2024-06-11,520.74,93.73,614.47,Paid,2024-06-08,Bank Transfer,TZS,0.0004,0,0,0
INV-0683,TRP-0683,CLT-008,2024-12-20,2025-02-18,1538.88,277.0,1815.88,Partially Paid,2025-03-03,Mobile Money,KES,0.0077,13,0,1180.22
INV-0684,TRP-0684,CLT-003,2024-10-07,2024-10-22,119.04,21.43,140.47,Paid,2024-10-16,Bank Transfer,KES,0.0077,0,0,0
INV-0685,TRP-0685,CLT-006,2024-02-20,2024-04-05,1121.58,201.88,1323.46,Paid,2024-04-05,Bank Transfer,KES,0.0077,0,0,0
INV-0686,TRP-0686,CLT-004,2024-02-27,2024-03-28,661.86,119.13,780.99,Paid,2024-03-24,Mobile Money,KES,0.0077,0,0,0
INV-0687,TRP-0687,CLT-001,2024-05-21,2024-06-20,281.7,50.71,332.41,Paid,2024-06-21,Bank Transfer,KES,0.0077,1,0,0
INV-0688,TRP-0688,CLT-030,2024-01-15,2024-02-29,398.0,71.64,469.64,Paid,2024-03-04,Bank Transfer,KES,0.0077,4,0,0
INV-0689,TRP-0689,CLT-035,2024-12-27,2025-01-11,2790.0,502.2,3292.2,Paid,2025-01-09,Mobile Money,UGX,0.00027,0,139.5,0
INV-0690,TRP-0690,CLT-004,2024-10-13,2024-11-12,933.68,168.06,1101.74,Paid,2024-11-07,Mobile Money,ETB,0.018,0,0,0
INV-0691,TRP-0691,CLT-036,2024-05-18,2024-06-17,7646.4,1376.35,9022.75,Paid,2024-06-20,Mobile Money,TZS,0.0004,3,382.32,0
INV-0692,TRP-0692,CLT-040,2024-01-11,2024-03-11,1645.0,296.1,1941.1,Paid,2024-02-10,Bank Transfer,ETB,0.018,0,0,0
INV-0693,TRP-0693,CLT-059,2024-02-18,2024-04-03,1181.5,212.67,1394.17,Paid,2024-04-07,Bank Transfer,KES,0.0077,4,0,0
INV-0694,TRP-0694,CLT-043,2024-11-15,2024-11-30,2601.2,468.22,3069.42,Unpaid,,,KES,0.0077,457,0,3069.42
INV-0695,TRP-0695,CLT-024,2024-03-03,2024-04-02,1529.2,275.26,1804.46,Paid,2024-03-31,Mobile Money,UGX,0.00027,0,0,0
INV-0696,TRP-0696,CLT-051,2024-07-07,2024-08-21,316.4,56.95,373.35,Paid,2024-08-04,Bank Transfer,KES,0.0077,0,0,0
INV-0697,TRP-0697,CLT-003,2024-03-14,2024-03-29,843.6,151.85,995.45,Paid,2024-03-27,Mobile Money,ETB,0.018,0,0,0
INV-0698,TRP-0698,CLT-020,2025-02-09,2025-04-10,439.05,79.03,518.08,Paid,2025-03-14,Cash,UGX,0.00027,0,0,0
INV-0699,TRP-0699,CLT-004,2024-11-20,2024-12-20,1419.44,255.5,1674.94,Paid,2024-12-05,Bank Transfer,RWF,0.00077,0,0,0
INV-0700,TRP-0700,CLT-031,2024-02-17,2024-03-03,369.5,66.51,436.01,Unpaid,,,KES,0.0077,729,0,436.01
INV-0701,TRP-0701,CLT-055,2025-01-23,2025-02-07,5834.4,1050.19,6884.59,Paid,2025-02-07,Mobile Money,KES,0.0077,0,291.72,0
INV-0702,TRP-0702,CLT-020,2024-09-11,2024-11-10,1113.75,200.47,1314.22,Paid,2024-11-09,Check,KES,0.0077,0,0,0
INV-0703,TRP-0703,CLT-010,2024-06-29,2024-08-28,799.0,143.82,942.82,Paid,2024-08-23,Cash,ETB,0.018,0,0,0
INV-0704,TRP-0704,CLT-029,2024-02-26,2024-03-12,4492.8,808.7,5301.5,Unpaid,,,KES,0.0077,720,0,5301.5
INV-0705,TRP-0705,CLT-040,2024-11-23,2025-01-22,134.04,24.13,158.17,Paid,2025-01-14,Cash,RWF,0.00077,0,0,0
INV-0706,TRP-0706,CLT-027,2024-08-27,2024-10-26,761.76,137.12,898.88,Paid,2024-10-14,Mobile Money,KES,0.0077,0,0,0
INV-0707,TRP-0707,CLT-014,2025-02-23,2025-04-09,290.62,52.31,342.93,Paid,2025-04-03,Check,ETB,0.018,0,0,0
INV-0708,TRP-0708,CLT-006,2024-03-14,2024-04-28,712.65,128.28,840.93,Paid,2024-04-17,Mobile Money,UGX,0.00027,0,0,0
INV-0709,TRP-0709,CLT-056,2024-02-25,2024-03-11,1367.75,246.19,1613.94,Paid,2024-03-07,Cash,UGX,0.00027,0,0,0
INV-0710,TRP-0710,CLT-002,2024-01-08,2024-02-22,397.32,71.52,468.84,Paid,2024-02-24,Bank Transfer,KES,0.0077,2,0,0
INV-0711,TRP-0711,CLT-077,2024-08-02,2024-09-16,266.5,47.97,314.47,Paid,2024-09-13,Bank Transfer,TZS,0.0004,0,0,0
INV-0712,TRP-0712,CLT-002,2024-02-25,2024-04-10,138.24,24.88,163.12,Paid,2024-03-29,Bank Transfer,KES,0.0077,0,0,0
INV-0713,TRP-0713,CLT-053,2025-02-11,2025-03-28,955.68,172.02,1127.7,Paid,2025-03-20,Cash,UGX,0.00027,0,0,0
INV-0714,TRP-0714,CLT-059,2024-02-01,2024-03-17,1259.65,226.74,1486.39,Partially Paid,2024-03-20,Mobile Money,RWF,0.00077,3,0,871.49
INV-0715,TRP-0715,CLT-018,2024-05-30,2024-07-29,2050.65,369.12,2419.77,Paid,2024-07-04,Bank Transfer,RWF,0.00077,0,102.53,0
INV-0716,TRP-0716,CLT-021,2024-07-19,2024-09-02,533.76,96.08,629.84,Paid,2024-08-17,Check,TZS,0.0004,0,0,0
INV-0717,TRP-0717,CLT-030,2025-02-18,2025-04-04,600.4,108.07,708.47,Paid,2025-04-07,Check,RWF,0.00077,3,0,0
INV-0718,TRP-0718,CLT-059,2024-07-07,2024-08-21,675.9,121.66,797.56,Paid,2024-08-05,Mobile Money,KES,0.0077,0,0,0
INV-0719,TRP-0719,CLT-004,2024-04-15,2024-05-15,1204.28,216.77,1421.05,Partially Paid,2024-05-28,Bank Transfer,RWF,0.00077,13,0,903.67
INV-0720,TRP-0720,CLT-046,2024-06-04,2024-07-04,391.3,70.43,461.73,Partially Paid,2024-07-18,Check,RWF,0.00077,14,0,145.76
INV-0721,TRP-0721,CLT-001,2024-01-07,2024-02-06,870.48,156.69,1027.17,Paid,2024-01-29,Mobile Money,UGX,0.00027,0,0,0
